data,autor,partido,uf,discurso
18/06/2019,SAMUEL MOREIRA,PSDB,SP,"Eu quero pedir desculpas, porque eu estou tentando administrar."
18/06/2019,JORGE SOLLA,PT,BA,"Claro. Descortês.  (Risos.) Mas, especialmente esse trecho, eu gostaria que V. Exa. ouvisse, porque o argumento que foi colocado a público, que é a desconstitucionalização, saiu. Nós nos debruçamos sobre o relatório de V.Exa., e isso não é verdade. A maior parte da desconstitucionalização continua no projeto, continua no relatório de V.Exa. Eu vou tratar isso um pouquinho mais à frente. Nós entendemos que o agravamento fiscal vinculado à Previdência é o reflexo da crise econômica. Claro, é óbvio isso aí. Com o crescimento do desemprego, reduziram-se as contribuições. E foram 6 milhões de trabalhadores a menos no mercado formal que deixaram de pagar a Previdência de um lado e receberam seguro-desemprego do outro. É só fazer essa conta. Essa circunstância não é levada em consideração na discussão desse projeto. Nós reconhecemos que é necessário fazer uma reforma, mas não é essa. Não é essa. Há uma real mudança nas relações trabalhistas nos dias de hoje. Isso não pode ser desconhecido. A uberização do trabalho, como já é chamada, infelizmente, é a realidade. Os modelos de financiamento à Previdência Social focados em desconto em folha são coisa do passado, Sr. Relator. Eles são do passado. Não sustentam a Previdência Social, com base na folha salarial, onerando emprego. Isso é obsoleto. Não é mais a realidade presente nem será a futura. Isso, infelizmente, é desconhecido no projeto e no relatório de V.Exa. Nós estamos mantendo um modelo falido para o futuro. É sustentável hoje, como eu vou provar, mas falido para o futuro, que precisará ser reformado em breve. Deputado Marcelo Nilo, futuro não sustenta a Previdência baseada na folha salarial, porque o trabalho, como é conhecido hoje, a cada dia é menor. Essa reforma da Previdência não ataca o real problema. Na verdade, ela não é uma reforma da Previdência. Ninguém faz uma reforma para piorar. Ninguém faz uma reforma para destruir. Isso é um projeto de ajuste fiscal para reduzir as despesas do Governo. Puxa-se a corda dos mais pobres. Mais de 80% do ônus Š vou repetir Š, mais de 80% do ônus é para quem ganha até 1.600 reais, ou seja, quem ganha menos de dois salários mínimos. Essa reforma não se sustenta porque a premissa é falsa. Eu vi ser repetido aqui em várias audiências, pelos representantes do Governo, que nós temos um nível de gasto com a Previdência que é incompatível com a nossa pirâmide etária. Isso não é verdade. É falsa a afirmação de que o nosso gasto com Previdência  versus  o PIB está no nível dos países com a população mais envelhecida. Os nossos gastos previdenciários, Sr. Relator, hoje estão inflados. Estão inflados com duas variáveis que não existem nos países que estão comparando com o Brasil. Uma delas é a aposentadoria rural, porque ela não é contributiva. E a outra é o custo de transição do modelo de aposentadoria do servidor público, que foi feita Š é bom destacar Š na reforma da Previdência do Governo Lula. Tirando essas duas variáveis, o nosso nível de gasto corresponde ao envelhecimento da nossa população. O déficit... Eu nem gosto do termo déficit, porque, na verdade, não é déficit. Quando se fala em déficit, fala-se da parcela do gasto previdenciário que é pago com impostos e contribuições sociais. No mundo desenvolvido, é muito maior o gasto previdenciário pago com impostos e contribuições. A média europeia é mais de 45%. Os países nórdicos, Reino Unido, chegam a 60%, 70%. Então, não é déficit. E nada que temos aqui foge da curva. Primeiro, vamos explicar a situação dos servidores federais. O que aconteceu? Nós estamos pagando o custo da transição. A reforma já foi feita, Relator, no Governo do Presidente Lula, no Governo da Presidenta Dilma. Nós estamos pagando o custo da transição. Por quê? Porque o Estado garante o pagamento agora do piso da aposentadoria igual ao do INSS para o servidor público: 5.839 reais. Acima disso, o servidor contribui para o FUNPRESP, que é uma Previdência tipo capitalização para o servidor público federal que ganha acima desse valor. O que acontece é que o Governo hoje está arrecadando dos novos servidores em cima do teto do limite da aposentadoria. Não se pode penalizar de um lado o servidor que já contribuiu, com a expectativa de se aposentar com integralidade. Ele não fez poupança, ele não tem previdência privada complementar. E chegam para ele e dizem:  Você agora vai se Reunião de: 18/06/2019 aposentar com 5.800 reais . Já quem entrou depois vem contribuindo para o FUNPRESP. Ele já sabe a nova regra desde o início. Ele tem a possibilidade de complementar a aposentadoria com a capitalização. Essa mudança foi feita por Lula e por Dilma. Não podemos esquecer isso. Só que o custo dessa transição está sendo pago e será pago pelos próximos anos. Agora, quem é que ficou de fora? Quem é o privilegiado? Vamos botar o dedo na ferida? Privilegiado é Bolsonaro, que é aposentado desde os 33 anos de idade pelas Forças Armadas, e todos os militares das Forças Armadas, que são o único setor do serviço público federal que não foi atingido por essa mudança. Essa mudança, o nosso Governo não fez, e esse projeto também não está fazendo. Nos Estados, pelo menos a maior parte dos que eu pesquisei, os policiais militares já estão com o regime de previdência novo. Na Bahia, por exemplo, ele desconta no teto e contribui também para uma previdência complementar. Os militares das Forças Armadas, não. Esse é o privilégio e a propaganda do Governo não aponta quem é o privilegiado. Eles não estão acabando com o privilégio. O privilégio é esse. Eu gostaria muito que o relatório de V.Exa. botasse os militares das Forças Armadas dentro do teto da aposentadoria. Seria a maior contribuição que V.Exa. poderia acrescentar nesse relatório. Eu deixo esta pergunta aqui, Relator: qual é a justificativa para os militares continuarem sendo os privilegiados da aposentadoria neste País? Qual é a justificativa para o professor, para os servidores de todos os Poderes, já terem um teto de aposentadoria e os militares não terem? O que é que explica isso? É só o fato de o Presidente ser militar e estar aposentado desde os 33 anos de idade? Isso é um absurdo! Para se ter ideia, se hoje todos os aposentados e pensionistas da União recebessem apenas o teto, o que ocorrerá mais ou menos a duas décadas, esse custo com impostos e contribuições cairia de 44,3 bilhões para 15,5 bilhões. Se adotássemos o mesmo regime para os militares, cairia para 19,3 bilhões, apenas com essa medida. Somente esta medida reduziria de 43,2 bilhões para 19,3 bilhões. Portanto, isso aí está muito claro. A aposentadoria rural Š V.Exa. retirou as mudanças no relatório Š não é contributiva, ela é um direito previdenciário. (Pausa.) É um direito previdenciário estabelecido na Constituição, porque a Constituição de 1988 entendeu que quem bota comida na mesa do povo brasileiro tem direito a se aposentar, mas não é contributiva. Ela é um subsídio claro a quem produz os alimentos da cesta básica. Subsídio à agricultura acontece em todo o mundo, e é um dos subsídios mais inteligentes que poderiam acontecer, porque evitam o êxodo rural, evitam a favelização, reduzem a inflação dos alimentos. É, portanto, um subsídio inteligente. V.Exa. tirou as mudanças, mas não tirou da justificativa e das contas. Não tirou do cálculo do que vocês chamam de déficit. Volto a explicar que não é déficit, é a parcela paga com impostos e contribuições sociais. Então, eu gostaria também, Relator, que retirasse do relatório, do cálculo do que vocês chamam de déficit, a parcela do pagamento da aposentadoria do trabalhador rural, que é paga com impostos e contribuições. Neste caso, 116 bilhões de reais são gastos com a aposentadoria rural, que não é contributiva. Se tirássemos os 24 bilhões de reais do custo da transição da aposentadoria do servidor civil com o FUNPRESP, reduziríamos para 165 bilhões de reais o que é pago com impostos e contribuições sociais. Isso é muito menos do que os países desenvolvidos proporcionalmente também gastam. Então, esses ajustes precisariam ser feitos também nos relatórios que estão aqui. Volto a dizer: não aceitamos economizar mais de 80% desse trilhão nas costas do trabalhador mais pobre. Nós temos 400 bilhões de reais por ano que deixam de ser arrecadados com a desoneração fiscal. Nós entendemos que precisávamos, em vez de estar tirando dinheiro de quem menos ganha, parar com essa discussão de onerar o mais pobre neste País e discutir a receita tributária, discutir como cobrar mais de quem mais ganha. Temos que cobrar Imposto de Renda sobre lucros e dividendos. É um escândalo, Presidente! É um escândalo que somente o Brasil e a Estônia, no mundo inteiro, não cobram imposto de quem mais ganha. Os empresários neste País, os que mais ganham, não pagam Imposto de Renda. São 90 bilhões de reais por ano. As multinacionais que estão aqui no Brasil estão levando o petróleo do pré-sal e agora também vão levar o gás de Sergipe e de Alagoas. A PETROBRAS, de forma escandalosa, mentiu para o povo brasileiro, na sexta-feira passada, dizendo que acabou de descobrir o gás. Nós sabemos que, desde 2013, a PETROBRAS já sabia disso. Não pagam impostos; são 30 bilhões de reais por ano que as multinacionais do petróleo têm de isenção. Reduzindo essas desonerações, são 400 bilhões de reais por ano. Nós não podemos continuar cobrando do mais pobre e desonerando o mais rico. Não é justo que o motorista de ônibus neste País tenha que trabalhar dirigindo um ônibus até 65 anos de idade. Não é justo que o gari tenha que trabalhar na sua profissão até 65 anos de idade, enquanto que os milionários deste País não pagam nem imposto de renda sobre o que ganham mês a mês. Reunião de: 18/06/2019 Não é justo contribuir por 20 anos, no mínimo, para ter aposentadoria. O nosso patamar hoje é de 15 anos, o que já é o limite na experiência internacional. Sabe quanto é esse tempo nos Estados Unidos, em que a elite brasileira gosta de se esmerar, gosta de se inspirar e gosta de ir para lá gastar o dinheiro que rouba nas costas do trabalhador brasileiro? Esse tempo é de 10 anos! Na Alemanha é de 5 anos, na Dinamarca não há nem tempo mínimo de contribuição. Portugal é igual ao Brasil: 15 anos. (Desligamento automático do microfone.)"
18/06/2019,MARCELO RAMOS,PL,AM,"Deputado Jorge Solla, eu vou fazer esta concessão a V.Exa. porque não tinha avisado inicialmente. Para os tempos de 15 minutos e 10 minutos, não haverá nenhuma prorrogação. Eu o farei a V.Exa. porque não tinha comunicado antes."
18/06/2019,JORGE SOLLA,PT,BA,"Obrigado. Então, essa questão no tempo mínimo de contribuição é fundamental, porque hoje, Presidente, dos 20 milhões de aposentados no Brasil, apenas 8 milhões conseguiriam se aposentar se fosse exigido o tempo mínimo estabelecido neste projeto. Então, em função dessas observações, nós vamos deixar antecipado o nosso voto contrário e vamos continuar do lado do povo brasileiro, defendendo a vida, defendendo a saúde, defendendo a capacidade de o Estado brasileiro zelar pelo bem- estar social e não ser o defensor dos lucros bilionários da elite, onerando quem é mais pobre, quem menos ganha neste País. Obrigado, Presidente."
18/06/2019,MARCELO RAMOS,PL,AM,"Obrigado, Deputado Jorge Solla. Com a palavra o Deputado Alexandre Frota pelo tempo regimental de 15 minutos."
18/06/2019,ALEXANDRE FROTA,PSL,SP,"Presidente, Deputados e Deputadas, Deputado Samuel Moreira, esta é uma reforma importante. Ao contrário do Deputado que me antecedeu, eu não tenho medo das urnas. Nós somos a favor desta reforma e também estamos lutando ao lado do povo brasileiro e pelo povo brasileiro. Senhoras e senhores, nós estamos no principal momento deste debate. Esta Casa tem o compromisso com a aprovação da reforma da Previdência. Todos estamos aqui para colocar a nossa cara, colocar a nossa digital nesse propósito, nesse projeto. Muitos não vieram trabalhar na mesa como nós trabalhamos. Sejamos da Direita, da Esquerda ou moderados, nós somos 49 Deputados aqui dentro, colocando a nossa digital, quando muitos não tiveram a coragem e a capacidade de estar aqui neste momento. Estamos num momento em que o Congresso assumiu a responsabilidade pela reforma da Previdência para uma economia da ordem de 913 bilhões de reais em 10 anos. Ainda assim, é uma boa reforma. Nós estávamos pedindo Š e continuamos pedindo Š 1 trilhão de reais. Ainda que esteja muito presente a velha reforma, esta é uma reforma forte. O nobre Deputado Samuel Moreira fez muito. S.Exa. foi coerente e tem sido decisivo na construção de tudo isto aqui até o momento. Por isso, eu gostaria de parabenizá-lo. O Deputado Samuel Moreira fez um trabalho muito bom, apesar de todas as pressões exercidas, nas últimas semanas, em cima dele, do Presidente Marcelo Ramos, do Vice-Presidente Silvio Costa Filho. Ainda entendo que o Deputado Samuel Moreira irá trabalhar muito Š muito! Š em cima desse nosso texto. Quero muito enaltecer o trabalho do Ministro Guedes, que tem comandado sozinho a articulação para a aprovação dessa reforma da Previdência também. Ao meu ver, a economia prevista é bem próxima da que foi proposta pelo Governo Bolsonaro. Nós construímos isso aqui, juntos. Nós precisamos conseguir o apoio, sim, dos Governadores para a proposta até a votação no plenário. É muito importante que os Governadores que estão nos assistindo agora coloquem aqui a sua assinatura, coloquem aqui as suas digitais. Eles não podem, depois, mais tarde, vir bater de novo na porta do Governo. Então, eles precisam estar presentes nesta discussão. Estamos aqui vivendo um momento da política brasileira de muita, muita responsabilidade para o nosso Congresso. A responsabilidade é nossa. Cabe a nós encaminhar as próximas reformas, inclusive a tão falada tributária. Precisamos fazer essa reforma pelo povo brasileiro, de maneira precisa, correta, como têm sido feitos os debates aqui dentro. Havíamos pedido 1 trilhão de reais para mostrar que faremos a nossa parte, para garantir milhões de novos empregos e um futuro melhor para a nossa juventude. Mas o valor de 913 bilhões de reais chega muito próximo ao pedido pelo Governo Bolsonaro. Essa reforma já criará milhões de empregos, vai aumentar a eficiência dos investimentos e vai acelerar o crescimento. Eu defendi a retirada do Benefício de Prestação Continuada Š BPC, da aposentadoria rural, pois, ao longo dos meses, ao longo dos debates aqui, percebi a importância disso para as regiões mais pobres. Tive a oportunidade de conversar isso Reunião de: 18/06/2019 com o Ministro Guedes. Conversei com o Presidente Marcelo Ramos, com o Relator Samuel, e chegamos a conclusões sem tomar para nós o protagonismo, como muitos aqui, que querem ser o pai da criança, anseiam. Nós não iremos jogar fora o que foi conquistado até agora, não iremos destruir todo esse trabalho realizado, até aqui, brilhantemente pelo Relator Samuel. Entendemos a importância dessa reforma da Previdência e da luta que temos pela frente. Essa não é a nova Previdência, mas é a nossa Previdência. O Deputado Samuel trabalhou 27 pontos. E uma coisa é fato: a nossa responsabilidade é salvar o País, é salvar o Brasil. E aí entram com o discurso de salvadores da pátria:  Mas há 14 milhões de desempregados, 65 milhões de inadimplentes . Nós não queremos voltar aqui, daqui a 5, 6 anos, para votar uma nova reforma. Nós e todo o Brasil já sabemos que a Esquerda não irá votar. Isso é fato. Eu gostaria que eles falassem qual foi a reforma que eles fizeram que deu certo. Se alguma tivesse dado certo não estaríamos aqui. E por que não fizeram nesses 14 anos de Governo? Eu não entendi também o sustentável agora e o falido no futuro. Falar que a reforma Lula e Dilma foi uma boa reforma é água de salsicha, pois entregaram o Brasil ao caos econômico e ao caos social. Nós somos a favor do Brasil. Nós somos a favor do povo brasileiro e por isso estamos lutando por uma reforma digna, correta. A reforma da Previdência pode até encontrar resistência, mas a mudança no sistema é inevitável, sob pena de entrar em colapso. Nós sabemos disso. O maior responsável pelo déficit das contas públicas é o rombo previdenciário, que reduz a capacidade do Estado de investir em outras áreas como saúde, educação, segurança. Para financiar os gastos, o Governo precisa se endividar cada vez mais. Hoje, a dívida bruta do Brasil está atrás apenas da dívida da Venezuela. Além disso, o buraco é crescente. Como são os trabalhadores que financiam os aposentados, a pressão compromete a sustentabilidade do sistema com o passar dos anos. E nós somos unânimes quanto a essa questão. As famílias têm cada vez menos filhos, o que é um impacto na receita bruta. O que garante direitos é a existência de um sistema equilibrado e sustentável que transforme direitos previstos na legislação em dinheiro todo mês. Sr. Presidente, está muito barulho. Eu gostaria que, por favor, fizessem silêncio."
18/06/2019,MARCELO RAMOS,PL,AM,Mais uma vez eu apelo a V.Exas.
18/06/2019,ALEXANDRE FROTA,PSL,SP,"Obrigado, Presidente. O que garante direitos é a existência de um sistema equilibrado e sustentável que transforme direitos previstos na legislação em dinheiro todo mês, para que o sustento dos beneficiários seja de fato garantido. Eu sempre acreditei Š e sempre compactuei isso com o Deputado Marcelo Ramos Š em uma agenda para o Brasil que fosse maior do que apenas a agenda da reforma da Previdência. Ela será o início para um Brasil melhor, mais igual e que possa mudar a realidade tão dura e injusta para a maioria da nossa população desempregada. Quero também enaltecer o trabalho do nosso Presidente da Câmara dos Deputados, Rodrigo Maia, que tem sido um entusiasta, um fiador, uma pessoa que tem trabalhado incansavelmente, muitas vezes até mais do que deveria, nesse tema, para que nós estivéssemos aqui hoje justamente discutindo isso. Esta é a hora importante que o País precisa mudar. Nós não podemos fraquejar. Nós não podemos ficar reféns de um passado que levou o País a esse caos econômico, a esse caos social. Por isso eu conto, sim, com o Deputado Samuel Moreira, nosso Relator, para que possamos discutir durante os próximos dias, para que cheguemos a uma conclusão, para que cheguemos a um número que seja favorável ao nosso Governo, ao povo brasileiro. Eu tenho certeza que nós estamos aqui hoje representando 200 milhões de brasileiros que estão atentos ao que nós vamos fazer. Esta é a hora de separarmos os homens dos meninos. Esta é a hora de realmente trabalharmos por um Brasil melhor. Muito obrigado, Presidente."
18/06/2019,MARCELO RAMOS,PL,AM,"Muito obrigado, Deputado Alexandre Frota."
18/06/2019,JANDIRA FEGHALI,PcdoB,RJ,"Sr. Presidente, peço a palavra pela Liderança do PCdoB."
18/06/2019,MARCELO RAMOS,PL,AM,"Tem a palavra, como Líder, a Deputada Jandira Feghali, pela Liderança do PCdoB. Depois, o Deputado Rubens Otoni, pela Liderança da Minoria. V.Exa. dispõe de 7 minutos, Deputada."
18/06/2019,JOSÉ NELTO,PODE,GO,"Sr. Presidente, peço a palavra pela Liderança do Podemos. Reunião de: 18/06/2019"
18/06/2019,JANDIRA FEGHALI,PcdoB,RJ,"Presidente, nesta primeira intervenção aqui pelo tempo proporcional Š esta ainda não é minha fala como inscrita Š, de apenas 7 minutos, eu gostaria de registrar que temos hoje dois grandes importantes debates na sociedade brasileira: um é sobre que democracia estamos vivendo, falando da perspectiva da liberdade, do tempo de vida de muitos, principalmente nas grandes periferias da cidade; o outro é sobre a sobrevivência do povo brasileiro Š emprego, trabalho, que tipo de trabalho e com que direitos essas pessoas vão sobreviver, inclusive a proteção na velhice Š, e destaco aqui o olhar sobre as mulheres. O Presidente Rodrigo Maia disse que a Câmara, depois do destempero do Ministro da Economia, unificou-se. Não é verdade, Presidente, que a Câmara esteja unificada sobre a reforma da Previdência. Aliás, os destemperos têm sido a marca deste Governo: o Presidente da República humilha seus assessores; diz que vai armar a população para dar um golpe, colocando em risco cada vez mais a democracia brasileira; protege o Ministro da Justiça, que viola a democracia, o que vai ficando mais claro a cada dia. Mas aqui, no tema específico da reforma da Previdência, nós precisamos descortinar o real significado do relatório do Deputado Samuel Moreira. Eu quero entrar na análise mais concreta desse relatório. Primeiro, eu quero dizer que a chamada economia de 900 bilhões de reais continua recaindo sobre as costas dos pobres deste País. Eu quero falar isso em alto e bom som. A chamada economia de 900 bilhões... Eu pediria que as pessoas falassem mais baixo atrás de mim, senão me desconcentra. A economia dos chamados 900 bilhões de reais Š eu quero falar isto bem alto para chamar a atenção Š continua recaindo sobre as costas dos pobres deste País. Em segundo lugar, quero dizer que continuam as desconstitucionalizações do art. 201, que trata do Regime Geral de Previdência. Localizo alguns aspectos pelo tempo curto que tenho. O primeiro deles é que há uma mudança substancial, Deputado Samuel, de algumas expressões muito importantes, inclusive para as mulheres. V.Exa. substitui a expressão proteção à maternidade , que é muito mais ampla, por  salário-maternidade , que é muito mais restrito. Isso no texto constitucional é gravíssimo. O segundo é que V.Exa. retira algo fundamental da conquista de 1988, o que diz que nenhum benefício pode ser menor do que um salário mínimo. No texto constitucional entra a possibilidade de a pensão ser menor do que um salário mínimo porque ela poderá ser temporária e fracionada, como também o abono salarial, que passa a ser de até um salário mínimo Š até um salário mínimo é menor do que um salário mínimo. Terceiro, desconstitucionaliza... (Intervenção fora do microfone.)"
18/06/2019,JANDIRA FEGHALI,PcdoB,RJ,"Não, é só ler o seu relatório. V.Exa. mesmo deve ter lido. Isso está escrito lá. Eu sei ler e V.Exa. também. Os professores também são desconstitucionalizados. Em terceiro lugar, é importante reafirmar que nós damos, no seu relatório, um cheque em branco, porque muita coisa que vai para disposição transitória, que até na PEC original exigia lei complementar, vai exigir lei ordinária, cujo quórum é ainda menor, de maioria simples, sem sequer exigir quórum qualificado de maioria absoluta. Isso é grave! E pior: nós constitucionalizamos outras coisas que nunca foram de texto constitucional, como, por exemplo, a idade mínima. Os rurais não estão resolvidos. É bom dizer isso para todo mundo. Os rurais não estão resolvidos, porque vai para o texto constitucional a necessidade de se colocar em lei complementar, mas está escrito no texto constitucional, a contribuição mínima por categoria de segurado. Isso hoje não existe para os rurais. Quanto à média de 100% para o cálculo de benefício, isso nunca esteve no texto constitucional, mas em texto infraconstitucional. Também é algo gravíssimo Š é bom dizermos aqui Š o chamado benefício não programado. Sabem o que é isso, senhores e senhoras? Hoje, os regimes previdenciários garantem não apenas aposentadoria e pensão. Eles garantem também acidente de trabalho, invalidez, pensão acidentária. Tudo isso hoje é garantido pelo regime previdenciário. A partir deste relatório e desta chamada nova Previdência, os regimes previdenciários só garantirão aposentadoria e pensão por morte. No Regime Próprio, o ente federado é que vai garantir o resto, e, no Regime Geral, não sabemos quem garantirá. Ficará para a lei estabelecer quem vai garantir, podendo ser o setor privado. Isso significa a privatização desses benefícios. Isso ficará para a lei. Não sabemos quem garantirá o restante da cobertura desses benefícios que hoje são garantidos pelo Regime Geral de Previdência. Isso é gravíssimo! Além disso, há aspectos importantes, como, por exemplo, a privatização da previdência complementar do servidor público. O FUNPRESP da União e a previdência complementar dos Estados e Município, que é obrigatória, também poderão ser privatizados. Reunião de: 18/06/2019 Estou relatando aqui alguns aspectos para que possamos prestar atenção no significado de questões que não estão claras para as pessoas, mas que precisarão ficar claras numa leitura atenta do relatório. O cálculo do benefício continua reduzido. A carência de 15 anos para as mulheres está na transição, porque a lei pode piorar essa carência, impossibilitando o alcance da aposentadoria para as mulheres. Por fim, quero dizer que há uma grande vitória, sim, neste relatório, que foi a saída da capitalização. Essa é uma vitória essencialmente da Oposição e da sociedade brasileira, que se manifesta com muita força nas ruas contra esta reforma da Previdência. Se o Sr. Paulo Guedes quiser ir embora, vamos dar tchau para ele no aeroporto. Pode ir, Sr. Paulo Guedes. A capitalização não ficará no relatório da Previdência Social brasileira. Obrigada, Presidente."
18/06/2019,MARCELO RAMOS,PL,AM,Com a palavra o Deputado Daniel Almeida.  (Pausa.)
