data,autor,partido,uf,discurso
02/07/2019,ANDRÉ FIGUEIREDO,PDT,CE,"Art. 47 do Regimento Interno, Presidente. Esta questão de ordem diz respeito, inclusive, a duas questões de ordem que foram precedentes em legislaturas anteriores, a de nº 492, de 2009, a de nº 186, de 2012. Inclusive, a Legislatura nº 492 foi do hoje Ministro Onyx Lorenzoni. Apesar de ela versar sobre a questão de avulsos em Comissões Permanentes, por analogia é plenamente plausível entendermos que, tendo em vista a complexidade da matéria e a necessidade de que os Parlamentares e as nossas assessorias tenham acesso à distribuição do avulso com 24 horas de antecedência... O Regimento é muito claro: para ser convocada uma reunião... V.Exa. poderia verificar Š eu queria saber justamente em cima de seu entendimento em relação à interpretação Š que, tendo em vista a complexidade da matéria, há necessidade de ser convocada a respectiva reunião com 24 horas de antecedência, conforme prevê o Regimento Interno."
02/07/2019,MARCELO RAMOS,PL,AM,"Deputado André Figueiredo, o art. 46, §4º, do Regimento Interno, estabelece:  As reuniões extraordinárias das Comissões serão convocadas pela respectiva Presidência, de ofício ou por requerimento de um terço dos seus membros. Seguido pelo §5º:  As reuniões extraordinárias serão anunciadas com a devida antecedência, dignando-se no aviso de sua convocação dia, hora, local e objeto da reunião. Além da publicação no Diário da Câmara dos Deputados, a convocação será comunicada aos membros da Comissão por telegrama ou aviso protocolizado. Nós tomamos todos os procedimentos previstos no art. 46, e, considerando ainda que esta reunião é uma reunião apenas para a leitura da complementação de voto, sem nenhuma votação de mérito da matéria, eu rejeito a questão de ordem de V.Exa. Deputada Luiza Erundina..."
02/07/2019,ANDRÉ FIGUEIREDO,PDT,CE,"Presidente, na pauta que V.Exa. distribuiu consta que haverá votação. Entendo V.Exa. fazer isso, mas a questão de ordem veio justamente ao encontro de dizer que, pela complexidade da matéria, a pauta Š perdoe-me pela sinceridade Š foi mal elaborada, porque nela está prevista a votação da matéria, e não apenas a leitura."
02/07/2019,MARCELO RAMOS,PL,AM,"Entendi, Deputado André. Na verdade, o procedimento é discussão e votação, mas eu já adianto a V.Exa. que nós não teremos nenhuma etapa de votação após a leitura do voto complementar. Reunião de: 02/07/2019"
02/07/2019,LUIZA ERUNDINA,PSOL,SP,"Sr. Presidente, eu requeiro verificação nominal de retirada de pauta da matéria."
02/07/2019,MARCELO RAMOS,PL,AM,"Já há requerimento para ser deliberado sobre o assunto, Deputada Erundina. Tão logo chegue o momento oportuno, nós vamos apreciá-lo com votação nominal, que eu defiro de ofício."
02/07/2019,HENRIQUE FONTANA,PT,RS,"Presidente Marcelo, colegas, a minha questão de ordem é no sentido de solicitar à Mesa a sinopse da correspondência recebida pela Comissão. Diz o nosso Regimento, no art. 50, que depois da leitura e votação da ata nós temos a fase de expediente. Na fase de expediente, todos nós Parlamentares devemos receber a sinopse da correspondência e de outros documentos recebidos e a agenda da Comissão. Presidente, pela informação que eu recebi da nossa assessoria, 39 manifestações foram recebidas pela Comissão. Pelo menos às mãos da nossa bancada não chegou a sinopse dessas manifestações. Então, solicito essa sinopse. Caso ela não esteja pronta, solicito a suspensão dos trabalhos até que ela seja concluída e entregue a todos os Parlamentares e bancadas."
02/07/2019,MARCELO RAMOS,PL,AM,"Obrigado, Deputado Henrique. Comunico a V.Exa. que estamos iniciando o momento do expediente e que a sinopse está disponível na caixinha, com cópia para todos os Deputados. Eu farei a leitura da sinopse, até por excesso de preciosismo. Faço questão de fazer a leitura da sinopse. Respondendo à questão de ordem do Deputado Henrique e acatando a questão de ordem de S.Exa., comunico que a lista com a sinopse do expediente recebido se encontra disponível na mesa de apoio para todos os Deputados e Deputadas e que farei a leitura da sinopse. Sinopse do expediente recebido. 19ª Reunião, de 2 de setembro de 2019. 1. Manifestação da Associação dos Funcionários do BNDES: carta em defesa do FAT, do BNDES e do desenvolvimento, sobre a destinação do Fundo de Amparo ao Trabalhador. 2. Carta da Associação dos Guardas de Segurança do Poder Judiciário do Rio Grande do Sul Š ASSEJURS solicitando a aprovação da Emenda nº 40, de 2019. 3. Comunicado do Deputado Fernando Rodolfo, no qual solicita justificativa à ausência à reunião do dia 25 de junho de 2019. 4. Ofício nº 106, de 2019, da Liderança do PROS, que desliga o Deputado Capitão Wagner e indica o Deputado Toninho Wandscheer como titular da Comissão. 5. Comunicado da 1ª Secretária, a Deputada Soraya Santos, informando o recebimento das respostas dos Requerimentos de Informação nºs 551, 552, 553, 554, 555, 556, 557, 558 e 559, de 2019, apresentados pela Comissão em razão da aprovação dos seguintes requerimentos, respectivamente: 25, 29, 36, 43, 95, 96, 97, 98 e 90, de 2019. 6. Comunicado da Secretaria-Geral da Mesa desligando o Deputado Valtenir Pereira da Comissão, em função da reassunção do titular do mandato. Antes da Ordem do Dia, passo a palavra ao Deputado Aliel Machado."
02/07/2019,ALIEL MACHADO,PSB,PR,"Agradeço, Sr. Presidente. Peço que aumentem o som, por favor. Eu estou sem som aqui.  (Pausa.) Obrigado. Presidente, a minha questão de ordem é com base no art. 46, § 1º, concomitante com o art. 82. Art. 46. ......................................................................................................................................... § 1º Em nenhum caso, ainda que se trate de reunião extraordinária, o seu horário poderá coincidir com o da Ordem do Dia da sessão ordinária ou extraordinária da Câmara ou do Congresso Nacional. O art. 82 deixa expresso que o horário da sessão ordinária da Câmara dos Deputados, que tem horário estabelecido, é às 16 horas. Ele não fala do início da Ordem do Dia, ele fala da sessão marcada com previsão de Ordem do Dia. E a sessão de hoje foi marcada exatamente no horário da sessão ordinária prevista no art. 46. Art. 46. As Comissões reunir-se-ão na sede da Câmara, em dias e horas prefixados, ordinariamente de terça a quinta-feira, a partir das nove horas, ressalvadas as convocações de Comissão Parlamentar de Inquérito que se realizarem fora de Brasília. Reunião de: 02/07/2019 Essa é a única exceção. No § 1º do art. 46, isso está muito claro, Sr. Presidente. Art. 46. .......................................................................................................................................... § 1º Em nenhum caso, ainda que se trate de reunião extraordinária, o seu horário poderá coincidir com o da Ordem do Dia da sessão ordinária ou extraordinária da Câmara ou do Congresso Nacional. Presidente Marcelo Ramos, eu peço a V.Exa. que aprecie esta questão de ordem, para que nós não tenhamos nenhum obstáculo legal, visto que V.Exa. vem conduzindo com muita maestria e com muito respeito este importante debate, esta importante Comissão da Casa."
02/07/2019,JOICE HASSELMANN,PSL,SP,Sr. Presidente...
02/07/2019,MARCELO RAMOS,PL,AM,Eu vou responder antes de ouvir a Deputada... (Intervenção fora do microfone.)
02/07/2019,MARCELO RAMOS,PL,AM,"Há uma questão de ordem muito clara sobre a matéria, que é a Questão de Ordem nº 213, de 2012, que dispõe expressamente:  Não há vedação para as Comissões marcarem reuniões no mesmo horário de sessões extraordinárias do Plenário, vez que podem continuar deliberando até o início da Ordem do Dia das sessões convocadas no plenário.  Não há Ordem do Dia. Portanto, a questão de ordem está indeferida. Tem a palavra o Deputado Henrique Fontana."
02/07/2019,ALIEL MACHADO,PSB,PR,"Eu agradeço, Sr. Presidente..."
02/07/2019,MARCELO RAMOS,PL,AM,"Deputado Aliel Machado, como todo respeito, só quero registrar que o recurso desta decisão não é a mim, o recurso desta Comissão é, por escrito, ao Presidente da Casa."
02/07/2019,ALIEL MACHADO,PSB,PR,"Sr. Presidente, V.Exa. conduziu o assunto com muito respeito, e eu respeito a decisão de V.Exa. Apenas quero informar aos colegas da Comissão que vou recorrer da decisão, porque a questão de ordem utilizada por V.Exa. diz respeito a sessões extraordinárias, e a sessão que está ocorrendo no plenário é ordinária. A Questão de Ordem nº 213, de 2012, diz respeito às sessões extraordinárias, e a sessão de hoje, que está sendo deliberada, é uma sessão ordinária. Mas eu respeito a decisão de V.Exa."
02/07/2019,MARCELO RAMOS,PL,AM,"O.k., Deputado Aliel. Obrigado pelo entendimento de V.Exa. Obviamente, havendo manifestação do Presidente da Casa, nós podemos rever a decisão tomada. Tem a palavra o Deputado Henrique Fontana."
02/07/2019,HENRIQUE FONTANA,PT,RS,"Presidente, eu acompanhei com atenção a leitura da sinopse da nossa 19ª Reunião, mas, de fato, a sinopse que eu estou solicitando à Comissão, em nome da nossa bancada, é aquela que trata de 39 manifestações de diferentes entidades Š eu as tenho aqui em mãos, posso passar a V.Exa. Š, que foram dirigidas à nossa Comissão. Reza o Regimento que deve ser feita uma sinopse de todas essas manifestações Š não vou ler aqui as 39 entidades e instituições que nos enviaram manifestações Š, e estas não estão citadas na sinopse. Então, eu pergunto a V.Exa. se está pronta a sinopse com opinião, posição e avaliação dessas 39 entidades que nos enviaram manifestações à Comissão."
02/07/2019,MARCELO RAMOS,PL,AM,"Deputado Henrique, essa sinopse, pelo prazo em que os requerimentos foram apresentados, será apresentada na próxima reunião. Tem a palavra o Deputado Paulo Ramos. (Intervenção fora do microfone.)"
02/07/2019,PAULO RAMOS,PDT,RJ,"...dos trabalhos da nossa Comissão, antes da leitura da primeira versão do relatório pelo nosso Relator, a Deputada Gleisi Hoffmann perguntou sobre os requerimentos de informação aprovados nesta Comissão. Sem que tenhamos tido as respostas, V.Exa., na ocasião, disse que os teria encaminhado à Mesa Diretora. Eu não consigo entender o procedimento, e é preciso uma explicação regimental. Como podemos nos posicionar em relação a várias questões que dependem das informações que foram solicitadas? Esta Comissão está tentando antecipar prazos, atropelando informações necessárias à formação do nosso convencimento? De lá para cá, já foram divulgadas as informações? As informações foram remetidas? Alguns requerimentos, pelo menos, foram aprovados nesta Comissão. Eu não sei o que significa uma Comissão dessa importância aprovar requerimentos de informação, e eles não serem respondidos e ficarem esquecidos. Eu gostaria que Reunião de: 02/07/2019 V.Exa. nos informasse em que pé estão os requerimentos aprovados nesta Comissão pedindo informações, especialmente aquelas que deveriam ter sido prestadas pelo Governo. Eu não sei se isso já aconteceu."
02/07/2019,MARCELO RAMOS,PL,AM,"Deputado Paulo, antes de responder especificamente a V.Exa., eu quero registrar, por uma questão de justiça, que esta Comissão não está atropelando nada. Esta Comissão está procurando cumprir o Regimento, ser democrática e fraterna com o conjunto de Deputados e Deputadas. Então, não há atropelo aqui. Registro para V.Exa. que o item 5 da sinopse que eu acabei de ler faz referência a uma série de requerimentos que foram respondidos. Eles chegaram hoje a esta Comissão e já estão disponíveis no  site  da Comissão. Há um requerimento de votação nominal de autoria do Deputado Ivan Valente e da Deputada Sâmia Bomfim, que eu vou deferir de ofício. Encontra-se sobre a mesa o requerimento de retirada de proposição da Ordem do Dia, de iniciativa dos Deputados Ivan Valente e Sâmia Bomfim, que passo a ler: Requerimento. Requer retirada da pauta da PEC nº 06, de 2019. Sr. Presidente, requeiro a V.Exa., com base no art. 117, inciso VI, do Regimento Interno da Câmara dos Deputados, a retirada da PEC nº 06, de 2019, da pauta da reunião de hoje. Sala das Comissões, em 02 de julho de 2019. Deputados Ivan Valente e Sâmia Bomfim. Por  excesso  de zelo, eu ia julgá-lo prejudicado, porque o que está em votação é a PEC 06-A, e não mais a PEC 06.  (Risos.) É brincadeira! Encaminhamento de votação. Para encaminhar, concedo a palavra, por 5 minutos, à Deputada Luiza Erundina."
02/07/2019,LUIZA ERUNDINA,PSOL,SP,"Sr. Presidente, essa matéria interfere no sistema de seguridade social que consta da Constituição Federal de 1988, que é o maior patrimônio social do País. O primeiro relatório do Relator passou por uma série de discussões, debates e reflexões, mas até agora não tivemos acesso à proposta final do Relator. Esperamos que ele tenha incorporado e tenha levado em conta todas as observações e sugestões apresentadas por diferentes Parlamentares no sentido de corrigir distorções e injustiças e de preservar direitos consagrados na Constituição Federal. Não é possível, Sr. Presidente, acelerar a votação dessa matéria sem que se tenha conhecimento do que o Relator considerou e do que incorporou daquilo que foi amplamente debatido por este coletivo. Sr. Presidente, a sociedade vai ser profundamente impactada se essa proposta for aprovada. Nós representamos a sociedade nesta Casa. Lamentavelmente, no Brasil não existem muitos Š quase não existe nenhum Š mecanismo de controle social, de participação popular, para que a sociedade possa, de alguma forma, opinar, sugerir e até mesmo se manifestar a respeito das iniciativas desta Casa que lhe dizem respeito diretamente. Em certos casos, como esta matéria, tais iniciativas atingem de forma cruel a população mais vulnerável da nossa sociedade: os aposentados, os pensionistas, as pessoas com deficiência, os idosos de maneira geral. Neste momento, Sr. Presidente, a sociedade se vê atingida, de forma insuportável, pela perda de emprego de grande parte da força de trabalho, pelo desemprego em massa, pelo esvaziamento dos serviços públicos, pela paralisia econômica. Então, Sr. Presidente, este é o momento de enfrentar essa situação, e nunca de aprovar uma proposta de emenda constitucional que interfere, como eu já disse, em direitos e conquistas preciosos dos trabalhadores e das trabalhadoras brasileiras."
02/07/2019,MARCELO RAMOS,PL,AM,"Só um pouquinho, Deputada, só um pouquinho. Eu vou pedir um pouco de silêncio, para que possamos ouvir com respeito a Deputada Luiza Erundina. Eu peço que se devolva o tempo a ela."
