id_sessao,nome_sessao,data,hora,autor_nome,autor_partido,autor_uf,discurso
189,SESSÃO DELIBERATIVA EXTRAORDINÁRIA,10/07/2019,09:00:00,Rodrigo Maia,DEM,RJ,"Tem a palavra o Deputado Afonso Motta."
189,SESSÃO DELIBERATIVA EXTRAORDINÁRIA,10/07/2019,09:00:00,AFONSO MOTTA,PDT,RS,"Sr. Presidente, Sras. e Srs. Deputados, quero registrar no debate de resistência que temos feito com relação à reforma da Previdência Social que a Comissão de Educação acaba de acolher Š e quero participar também aqui no plenário Š o nosso destaque, o destaque do PDT, que tem caráter supressivo,
que tira a exigência de 2 anos de efetividade com relação ao magistério nos ensinos infantil, fundamental e médio. Nós vamos lutar muito para que isso aconteça no plenário. Sr. Presidente, quero também fazer um apelo a V.Exa.: para que, no conjunto de tratativas que estão sendo desenvolvidas no sentido de aperfeiçoar o texto, agora com a disposição dos Municípios de trazerem um destaque exclusivamente dos Municípios, deixando de lado os Estados, trabalhemos para construir essa alternativa aqui no plenário. Muito obrigado, Sr. Presidente."
189,SESSÃO DELIBERATIVA EXTRAORDINÁRIA,10/07/2019,09:00:00,Rodrigo Maia,DEM,RJ,"Com a palavra o Deputado Marcelo Nilo."
189,SESSÃO DELIBERATIVA EXTRAORDINÁRIA,10/07/2019,09:00:00,MARCELO NILO,PSB,BA,"Sr. Presidente, o Brasil amanheceu hoje muito triste, de luto, com a morte do grande jornalista Paulo Henrique Amorim, um homem sério que passou por várias televisões, sempre com grande audiência, um democrata, a quem eu tive a honra e o prazer de entregar o Título de Cidadão Baiano, quando presidi a Assembleia Legislativa do Estado da Bahia. Tive o prazer de conhecer esse jornalista sério, preparado, apaixonado pelo Brasil, apaixonado pela democracia, casado com a baiana Geórgia. Nós baianos estamos tristes, nós brasileiros estamos tristes com a sua morte. Infelizmente, o jornalismo e o Brasil perderam uma voz que defendia a democracia, que defendia a imparcialidade no jornalismo. Paulo Henrique Amorim sem dúvida nenhuma vai deixar muita saudade."
189,SESSÃO DELIBERATIVA EXTRAORDINÁRIA,10/07/2019,09:00:00,JÚLIO CESAR,PSD,PI,"Sr. Presidente, Sras. e Srs. Deputados, eu quero me associar ao sentimento do povo brasileiro pelo falecimento de Paulo Henrique Amorim, sentimento que é quase unânime nesta Casa, e transmitir as minhas condolências a todos os seus familiares. Sr. Presidente, também quero registrar aqui uma preocupação com o decreto editado pelo Governo no dia 8 e publicado no dia 9, ontem, sobre a regulamentação da Lei nº 13.340, a lei de renegociação de dívidas de agricultores das Regiões Nordeste e Norte. Qual é a nossa preocupação? Porque se faz a citação do art. 4º da Lei nº 13.729 e se prevê dotação orçamentária para o subsídio do Governo, e o Governo ainda não apresentou. Então, eu registro..."
189,SESSÃO DELIBERATIVA EXTRAORDINÁRIA,10/07/2019,09:00:00,IVAN VALENTE,PSOL,SP,"Sr. Presidente, Sras. e Srs. Deputados, hoje o Brasil sofreu uma grande perda, de um dos maiores intelectuais da Nação brasileira, gente que pensava o Brasil e o projeto de nação com Celso Furtado da SUDENE. Posteriormente, ele escreveu Crítica à razão dualista , uma obra original e referencial para se conhecer a realidade brasileira. Foi um grande formulador político, um analista arguto. Eu, mais do que nunca, quero manifestar a minha perda pessoal, como amigo, como companheiro, camarada de mandato popular, com o qual ele sempre colaborou, como fundador do PT e do PSOL, sempre colaborando para formar novas gerações. O nosso abraço aos familiares de Chico de Oliveira."
189,SESSÃO DELIBERATIVA EXTRAORDINÁRIA,10/07/2019,09:00:00,Rodrigo Maia,DEM,RJ,"Tem a palavra o Deputado Frei Anastacio Ribeiro."
189,SESSÃO DELIBERATIVA EXTRAORDINÁRIA,10/07/2019,09:00:00,FREI ANASTACIO RIBEIRO,PT,PB,"Sr. Presidente, o jornal Estadão publicou matéria em que informa que o Ministério da Economia estuda retirar do Imposto de Renda Pessoa Física as deduções com despesas médicas. É uma maldade do Governo Federal e do Ministério da Economia e atinge em cheio a classe média deste País. Este Governo quer tirar mais um direito da população brasileira. Isso é um absurdo. Registro também, Sr. Presidente, que a Associação dos Magistrados da Paraíba tornou público em nota o seu posicionamento contra a proposta de reforma da Previdência social. Os magistrados da Paraíba pedem à nossa bancada federal que vote contra o texto da reforma da Previdência que se encontra em votação. Na nota, os magistrados lamentam que o relatório final tenha sido aprovado sem que se considerasse um único destaque em favor dos trabalhadores públicos, que tenha retirado e reduzido de maneira dura direitos previdenciários de servidores públicos civis. Isso, segundo a Associação dos Magistrados, certamente gerará o desmonte do serviço público. Solicito a V.Exa., Sr. Presidente, que autorize a publicação desses dois pronunciamentos nos meios de comunicação da Casa, em especial no programa A Voz do Brasil. Muito obrigado." 
189,SESSÃO DELIBERATIVA EXTRAORDINÁRIA,10/07/2019,09:00:00,Rodrigo Maia,DEM,RJ,"A lista de presença registra o comparecimento de 274 Senhoras Deputadas e Senhores Deputados. Passa-se à apreciação da matéria sobre a mesa e da constante da Ordem do Dia."
189,SESSÃO DELIBERATIVA EXTRAORDINÁRIA,10/07/2019,09:00:00,Rodrigo Maia,DEM,RJ,"Há requerimento sobre a mesa, mas, conforme eu tinha combinado no dia de ontem, falarão mais três Deputados a favor e mais três Deputados contra a matéria. Não se trata de discussão da matéria. É apenas um acordo que nós fizemos, a pedido dos partidos de esquerda, para que pudéssemos ter mais debate sobre a matéria. Dos inscritos que eu combinei, estão presentes no plenário o Deputado Marcelo Freixo e o Deputado João Campos. Falta só a Deputada Marília Arraes. Então, começo com o Deputado Marcelo Freixo."
189,SESSÃO DELIBERATIVA EXTRAORDINÁRIA,10/07/2019,09:00:00,MARCELO FREIXO,PSOL,RJ,"Sr. Presidente, Sras. e Srs. Deputados, é importante esta possibilidade de debate sobre um tema tão relevante e que afeta tanto a vida dos trabalhadores, a vida dos brasileiros. Como primeiro ponto Š Deputado Glauber Braga, é importante ter V.Exa. aqui Š, devo dizer que é falsa a polêmica, muitas vezes utilizada ontem no plenário, de que tem que ter uma reforma de qualquer maneira. Então, ou você tem aqueles que são contrários à reforma, ou você tem aqueles que são favoráveis à reforma, supostamente criando uma imagem, Deputado Ivan Valente, de que quem é favorável à reforma tem responsabilidade com o papel do Estado, Deputado Anselmo e Deputada Áurea, e quem é contrário não tem responsabilidade com a questão do Estado. Isso não é verdadeiro. Não é essa a questão central que está colocada. Existe sim uma questão de lado. Quem está do lado do povo mais pobre, quem está do lado do papel do Estado que garante direitos, quem está do lado de uma responsabilidade que a Previdência Social tem no combate à desigualdade social. Em nenhum momento dissemos que não toparíamos uma reforma. O que está colocado no texto apresentado pelo Governo não é uma reforma da Previdência, é o fim do caráter social da Previdência. Isso é muito grave. E sem o debate devido. Há uma quantidade enorme de Deputados, Deputada Erundina, que sequer tem conhecimento razoável do texto que está sendo votado; não consegue sustentar um debate de 5 minutos sobre o que está sendo discutido. A oratória é, o tempo inteiro, a necessidade de fazer com que a reforma salve o Estado. Mas como? Está combatendo a desigualdade social? Não. Mais do que isso, Deputados e Deputadas, está ampliando essa desigualdade. Deputado Rodrigo Maia, a desigualdade neste País é enorme. Nós somos o 9º país mais desigual do mundo. Entre os idosos, companheiros do PT, essa desigualdade é a metade, exatamente porque existe a Previdência Social. Então, é inaceitável você chegar a esse ponto de um texto que, por exemplo, Deputado Glauber, vai votar a penalização do abono. Como que, você votando, quem ganha até 2 salários mínimos recebe abono? São mais de 20 milhões de brasileiros. Estão penalizando esses 20 milhões de brasileiros pobres, que recebem até 2 salários mínimos, para dizer que não vão mais receber o abono, mas só quem recebe até 1.300 reais. A pensão por morte é uma covardia e permite que a aposentadoria, senhoras e senhores, seja inferior a 1 salário mínimo. Como que isso é combater privilégios? Esta não é a única reforma possível. Nós poderíamos ter uma proposta de reforma tributando as grandes fortunas, taxando as grandes fortunas, debatendo uma política de herança que é diferente do que se faz em vários países do mundo, taxando lucros e dividendos. Nós podemos fazer com que os instrumentos de garantia da existência de uma Previdência Social passem por uma votação neste Congresso. Mas não foi essa a escolha do Governo, e sim a de aliviar o agronegócio para não pagar mais. E a própria proposta do Governo faz com que deixe de arrecadar mais de 80 milhões de reais. Além disso, não pensou nos professores nem nos policiais. E os policiais serviram para eleger o Presidente, mas não foram lembrados nessa reforma. Como é que você vai sustentar isso publicamente? E o pior, senhoras e senhores, é como essa votação se deu. Deputado João Campos, esse não foi um caminho democrático. Está aqui a lista do Ministério da Saúde do dia 8: mais de 900 milhões de reais foram liberados pelo Ministério da Saúde, e o Ministro da Saúde disse que isso era para garantir votos para a Previdência. O nome disso, senhoras e senhores, é estelionato Š não tem outro nome. Nós queremos, sim, que investimentos na saúde cheguem às pessoas, mas não para comprar voto, não para garantir reforma da Previdência dessa maneira. Publicou a Folha de S.Paulo de hoje: mais de 5,6 bilhões de reais liberados em emendas para garantir a reforma da Previdência. Essa reforma da Previdência teve preço para Deputado e vai ter um preço alto para sociedade. O que nos define aqui é um lado: nós estamos do lado dos mais pobres; nós estamos do lado de uma Previdência Social que combata a desigualdade. Por isso, estamos dizendo "não" a essa reforma."
189,SESSÃO DELIBERATIVA EXTRAORDINÁRIA,10/07/2019,09:00:00,Rodrigo Maia,DEM,RJ,"Concedo a palavra ao Deputado Marcel Van Hattem, para falar a favor da matéria. V.Exa. dispõe de 5 minutos."
