autor|partido|uf|discurso
BENEDITA DA SILVA|PT|RJ|Sr. Presidente, Sras. e Srs. Deputados, venho à tribuna para parabenizar o Conselho Nacional de Saúde, que realiza, aqui em Brasília, a 16ª Conferência Nacional de Saúde, que teve início no domingo. Esse encontro é importante, porque o objetivo dele é tratar de um ponto real de debate e discussão não só sobre a relação de trabalho, mas também sobre a saúde como um direito. O povo brasileiro tem direito à saúde. E é preciso haver a consolidação do financiamento do Sistema Único de Saúde Š SUS. Todos os dias, temos notícias de que estão esvaziando o SUS e vão acabar com o SUS. Eles estão mobilizados também para poder estabelecer um diálogo com a sociedade, para que ela possa se envolver nessa importância. É preciso, também, haver a participação e o controle social do SUS. É importante que esses conselhos tenham a representação da sociedade civil. Não podemos ter retrocesso, e a conferência debate sobre isso. Os trabalhadores e os usuários do SUS se manifestaram durante a abertura da conferência e externaram ao Ministro da Saúde, Luiz Henrique Mandetta, e à sua equipe toda a insatisfação que estão vivendo no Governo Bolsonaro, que, em vários momentos, tem deixado a população abandonada, porque só visa a uma reforma trabalhista, uma reforma da Previdência. A conferência sabe perfeitamente que essa reforma prejudicará a saúde da população brasileira, com o empobrecimento e a falta de alimento, problemas com que já lida há tanto tempo. É importante que nós lutemos pelo Sistema Único de Saúde, porque faz parte do processo democrático de um Estado Democrático de Direito não abandonar nem a saúde, nem a educação, nem o desenvolvimento, nem a inclusão. Esse direito se remete à vida das pessoas. Eu deixo aqui o meu total apoio a todos e todas da Conferência Nacional de Saúde. Sr. Presidente, peço a divulgação do meu pronunciamento nos meios de comunicação da Casa e no programa  A Voz do Brasil. Obrigada.
RODRIGO MAIA|PSDB|MG|Será divulgado, Deputada, como solicitado.
RODRIGO MAIA|PSDB|MG|Tem a palavra o Deputado Gonzaga Patriota.
GONZAGA PATRIOTA|PSB|PE|Sr. Presidente, Sras. e Srs. Deputados, procuramos fazer determinados registros importantes aqui. Este de hoje é sobre alguém que nasceu lá em São José do Egito, o Padre Airton, que se ordenou na minha querida Sertânia. Há mais de 20 anos, em uma parte de Arcoverde, uma parte de Buíque e outra parte da própria Sertânia, o Padre Airton, em parcerias com a nossa Igreja Católica, com a sociedade, com associações, com sindicatos, com o Governo do Município de Arcoverde, Governo Estadual, Governo Federal, criou a Fundação Terra. Essa fundação tem uma parte municipal, uma estadual e uma nacional. Sua missão é servir: servir na educação, servir na saúde, servir na integração das pessoas. Eu quero dizer que fiquei muito feliz em ver o Tribunal de Justiça do meu Estado, Pernambuco, prestar uma homenagem, que será recebida esta semana pelo Padre Airton. E, pelo que eu conheço do Padre Airton, essa homenagem não é só para o Padre Airton, não é só para a Fundação Terra, não é só para Arcoverde, Buíque, Sertânia; essa homenagem vai chegar à toda a sociedade beneficiada por essa fundação. Tive a honra de participar numa emenda orçamentária para ajudar a Fundação Terra. E eu vejo muitos outros colegas Deputados e Senadores também neste trabalho. Cada um de nós representantes de Pernambuco nesta Casa, no Congresso Nacional, no final de setembro, poderemos apresentar nossas emendas para a Fundação Terra, e, com certeza, essa fundação fará muito mais do que já tem feito pela sociedade. Quem chega na Caatinga, já entrando em Sertânia e Buíque, vê pessoas que estavam praticamente desenganadas sendo atendidas. Por isso, quero parabenizar a Fundação Terra e o Tribunal de Justiça do Estado de Pernambuco por essa justa homenagem ao Padre Airton. Peço que meu pronunciamento seja divulgado nos meios de comunicação da Casa. Muito obrigado, Sr. Presidente.
DEPUTADO GONZAGA PATRIOTA.|N/A|N/A|(Durante o discurso do Sr. Gonzaga Patriota, o Sr. Eduardo Barbosa, nos termos do § 2º do art. 18 do Regimento Interno, deixa a cadeira da Presidência, que é ocupada pelo Sr. Rodrigo Maia, Presidente.)
RODRIGO MAIA|DEM|RJ|Concedo a palavra à Deputada Alice Portugal.
ALICE PORTUGAL|B|BA|Sr. Presidente, Sras. e Srs. Deputados, peço divulgação no programa  A Voz do Brasil  e no  Jornal da Câmara  de pronunciamento que faço acerca das atitudes do Sr. Ministro da Educação em relação à União Nacional dos Estudantes. Quero manifestar a minha solidariedade à UNE e aos estudantes brasileiros, que são vítimas de ameaças torpes nas redes sociais, estranhamente curtidas com entusiasmo pelo Sr. Ministro da Educação. O que leva um Ministro a se expor abertamente numa atitude de curtir uma postagem com a imagem de porretes Š tacos de beisebol Š cobertos de arame farpado e a frase " Pedindo à UNE voltar ao MEC com badernas, que há docinhos para eles!!! "? Então, aqui eu manifesto o meu repúdio. Esse senhor não tem equilíbrio para ser Ministro da Educação. E o melhor que se faria pelo País e pela educação seria substituir o Sr. Abraham Weintraub. Muito obrigada, Sr. Presidente.
RODRIGO MAIA|DEM|RJ|Concedo a palavra ao Deputado Frei Anastacio Ribeiro.
FREI ANASTACIO RIBEIRO|PT|PB|Sr. Presidente Rodrigo Maia, eu trago a esta Casa uma grande preocupação que foi debatida ontem na reunião do Núcleo Agrário do PT. O núcleo recebeu a informação de que o Governo Federal vai tomar a terra de assentados da reforma agrária para entregá- la de volta aos proprietários. Isso vai acontecer, Sr. Presidente, segundo denúncias, nos assentamentos que apresentarem casos de irregularidades. Além de não fazer nada pela reforma agrária, o Governo quer tomar as terras de quem já está assentado e trabalhando há anos. O Governo deveria punir apenas o assentado que estivesse cometendo algum tipo de irregularidade, e não punir as famílias de um assentamento inteiro. As medidas atingiriam até os assentamentos das famílias que não pagaram em dia o Título de Domínio durante 10 anos. As terras serão retiradas das famílias e entregues de volta aos proprietários. Sr. Presidente, nos assentamentos mais antigos, por exemplo, os proprietários que já receberam em dinheiro ou em Títulos da Dívida Agrária o pagamento pelas terras desapropriadas ainda terão as terras devolvidas pelo Governo. Se isso acontecer, Sr. Presidente, será uma grande injustiça que este Governo estará cometendo contra o povo. Portanto, Sr. Presidente, solicito que esta minha fala seja divulgada nos meios de comunicação da Casa, em especial no programa  A Voz do Brasil. Muito obrigado, Sr. Presidente.
RODRIGO MAIA|DEM|RJ|Tem a palavra o Deputado Vanderlei Macris.
VANDERLEI MACRIS|PSDB|SP|Sr. Presidente, eu gostaria de citar aqui uma decisão muito importante, de grande sensatez e, mais do que isso, de responsabilidade do Governador em exercício do Estado de São Paulo, Rodrigo Garcia, que vetou um projeto de lei aprovado pela Assembleia Legislativa de São Paulo sobre a venda de bebidas alcoólicas em estádios e arenas esportivas do Estado. O projeto de lei, Sr. Presidente, aprovado na Assembleia, autorizava o referido comércio, mas cabe ressaltar que a venda é vetada por lei nacional, como é o caso do Estatuto do Torcedor. É importante considerarmos que os estádios e arenas desportivas não são lugar-comum, são ambientes de fortes emoções, ambientes que precisam ser tratados com mais atenção. Mais do que isso, Sr. Presidente, na combinação de álcool com circunstâncias de torcida potencializada, os riscos para ações impunitivas... (Desligamento automático do microfone.)
VANDERLEI MACRIS|PSDB|SP|Vou concluir, Sr. Presidente. Os riscos são bastantes importantes, e não podem ser desprezados. Nesta Casa, já estudamos em Comissão Especial sobre o consumo abusivo de bebidas alcoólicas. O álcool diminui a capacidade de juízo crítico da pessoa. Dessa maneira, é imprescindível fazermos escolhas. Vamos privilegiar interesses econômicos ou a vida dos cidadãos? Então, eu queria parabenizar o Governador Rodrigo Garcia, em exercício no Governo do Estado de São Paulo, e também o Governador João Doria, que já tinha-se manifestado favoravelmente ao veto ao projeto aprovado pela Assembleia Legislativa de São Paulo. Essa é uma atitude de compromisso, de respeito com a população paulista. Agradeço a V.Exa., Sr. Presidente, por esta oportunidade de privilegiarmos aqui uma decisão importante tomada pelo Governo de São Paulo, que foi o veto a esse projeto. Cumprimento mais uma vez o Governador em exercício de São Paulo Rodrigo Garcia. Muito obrigado.
RODRIGO MAIA|DEM|RJ|Tem a palavra a Deputada Alice Portugal.
ALICE PORTUGAL|B|BA|Sr. Presidente, Srs. Deputados, eu gostaria de dizer que recebi entre ontem e hoje a Federação Nacional dos Farmacêuticos e o Conselho Federal de Farmácia, as entidades que me representam. Sou, com muito orgulho, farmacêutica e bioquímica, especializada em saúde pública. Quero, Sr. Presidente, fazer um apelo a V.Exa.: para que a Medida Provisória nº 881 seja mitigada, melhor trabalhada e não colocada em votação na semana que vem. No texto dessa medida provisória, que foi avaliada numa Comissão Mista, os farmacêuticos podem ser tratados como profissionais remotos. Além disso, há dois projetos na Casa que tiram o farmacêutico da farmácia varejista. Todos nós sabemos que, nas grandes redes de farmácia de varejo no Brasil, a presença do farmacêutico dá outra qualidade ao atendimento aos pacientes, à clientela. Gostaria, Sr. Presidente, de pedir a V.Exa. que recebesse no seu gabinete as entidades e de convidá-lo para, no dia 28, lançarmos a Frente em Defesa da Assistência Farmacêutica no Brasil, aqui no Salão Nobre, pela manhã. Eu quero dizer que de fato é preciso que essas medidas provisórias sejam mais cuidadosas com determinados saberes e fazeres milenares, como é o saber da farmácia. Por isso mesmo eu faço essa observação sobre a medida provisória. É preciso que nos escutem antes de apresentá-las. Ao mesmo tempo, peço ao Deputado Baleia Rossi e a mais alguns Deputados que têm projetos dessa natureza que participem, com as entidades, desse diálogo, para que não prejudiquemos um exercício profissional já regulamentado e reforçado em lei por esta Casa. Muito obrigada.
RODRIGO MAIA|DEM|RJ|Tem a palavra o Deputado Altineu Côrtes.
ALTINEU CÔRTES|PL|RJ|Sr. Presidente, eu quero registrar que, na próxima sexta- feira, vai acontecer um evento no Palácio Guanabara, no Rio de Janeiro, para a assinatura de um Termo de Ajustamento de Conduta entre a PETROBRAS e o Instituto Estadual do Ambiente, representante do Governo do Estado. Eu quero dar os parabéns ao Ministério Público Estadual, que construiu esse TAC que envolve os Municípios de Itaboraí e outros e é relativo aos problemas causados pelo COMPERJ Š Complexo Petroquímico do Rio de Janeiro que prejudicaram muito toda aquela região. Quero dar os parabéns ao Prefeito Sadinoel Souza, o Presidente do CONLESTE Š Consórcio Intermunicipal de Desenvolvimento do Leste Fluminense, que representou os Prefeitos da região. Parabéns ao Secretário Estadual de Meio Ambiente! Parabéns ao Presidente do INEA! Parabéns ao Ministério Público sobretudo, pela sensibilidade para garantir a assinatura desse TAC, na próxima sexta- feira, junto com o Governador Wilson Witzel.
RODRIGO MAIA|DEM|RJ|Tem a palavra o Deputado Aécio Neves.
AÉCIO NEVES|PSDB|MG|Sr. Presidente, na última semana, lideranças dos três Poderes de Minas Gerais e do Tribunal de Contas lançaram uma carta aberta ao País em que defendem algo absolutamente justo e, além disso, necessário, que é o ressarcimento ao Estado das perdas com a famosa Lei Kandir. A União deve hoje a Minas Gerais, Sr. Presidente, cerca de 135 bilhões de reais. No ano de 2003, através da Proposta de Emenda à Constituição nº 42, foi considerada, foi portanto admitida essa perda, mas, de lá para cá, passados 16 anos, não houve a regulamentação, por lei complementar, por esta Casa, para que aquela intenção manifestada possibilitasse a compensação financeira efetiva, não apenas a Minas Gerais, mas também a todos os outros Estados exportadores. Nós sabemos que a Lei Kandir é exatamente isto: ela desonera de impostos... (Desligamento automático do microfone.)
AÉCIO NEVES|PSDB|MG|... gerando, Sr. Presidente, perdas enormes aos Estados que têm, na atividade exportadora, um peso importante na sua economia. Na última segunda-feira, o Ministro Gilmar Mendes propôs e realizou uma audiência pública à qual compareceram os signatários dessa carta. Foram apresentadas as seguintes propostas: que a União entregue anualmente o montante de 18 bilhões de reais, a ser repartido pelos Estados de acordo com os critérios já estabelecidos pelo CONFAZ Š Conselho Nacional de Política Fazendária; que tais valores sejam corrigidos monetariamente pela SELIC, o que me parece absolutamente justo; e que, em relação às perdas pretéritas, sejam pagas mensalmente ao longo de 60 anos. Sr. Presidente, eu sei que V.Exa. acompanha de perto essa questão. Acredito que, após a votação em segundo turno da proposta de reforma da Previdência Social, esse deveria ser um tema a ser tratado com a prioridade que ele merece por esta Casa, já que o Supremo Tribunal Federal deu prazo Š até janeiro de 2020; portanto, menos de 6 meses Š para que essa matéria seja consagrada nesta Casa. Portanto, o que nós buscamos é a reparação das perdas ocorridas até aqui e, mais do que isso, a garantia de que teremos, daqui por diante, ressarcimento que garanta pelo menos parte das perdas que esses Estados vêm tendo, porque, no final, ganha a União, e perdem os Estados exportadores. Faço, portanto, esse apelo a V.Exa., Sr. Presidente, que já participou de diversas reuniões sobre essa matéria, para que dê a ela a prioridade que merece. Acredito que ela terá o apoio da grande maioria dos Parlamentares desta Casa. Muito obrigado, Sr. Presidente.
RODRIGO MAIA|DEM|RJ|Tem a palavra o Deputado Hélio Costa.
HÉLIO COSTA|PRB|SC|Sr. Presidente, eu quero falar sobre a situação do pescador brasileiro, não só do pescador de Santa Catarina, o meu Estado. Ontem foi realizada aqui uma sessão em homenagem os pescadores, mas os pescadores não têm nada a comemorar Š se muito, têm a lamentar. O Estado do Rio Grande do Sul limitou o espaço de pesca do pescador no extremo sul do Brasil. O pescador é muito prejudicado porque todos os anos são feitas normas diferentes. Por exemplo, a temporada de pesca da tainha está cada vez mais prejudicada. Pediria ao Sr. Presidente que interviesse junto ao Governo Federal, para que os pescadores tenham mais tranquilidade para pescar. No meu Estado, Sr. Presidente, a indústria pesqueira emprega mais de 1 milhão de pessoas. Nas embarcações milhares de homens pescam. Tanto o pescador artesanal quanto o pescador industrial estão tendo prejuízos, porque o Ministério não sabe o que faz com relação à pesca no Brasil. Não falo só da Região Sul, Sr. Presidente. Eu falo também das Regiões Norte e Nordeste, que têm prejuízo porque o Governo Federal esquece a categoria. Muitos querem trabalhar e outros querem trabalhar como os pescadores, mas têm seus espaços diminuídos, e não têm a atenção devida do Governo Federal. Muito obrigado, Sr. Presidente.
RODRIGO MAIA|DEM|RJ|Tem a palavra a Deputada Carmen Zanotto.
CARMEN ZANOTTO|CIDADANIA|SC|Sr. Presidente, Sras. e Srs. Deputados, quero registrar que está sendo realizada aqui em Brasília a 16ª Conferência Nacional de Saúde. Tive a oportunidade de participar da abertura do evento, como Presidente da Frente Parlamentar Mista da Saúde e como Presidente da Subcomissão Permanente de Saúde da Comissão de Seguridade Social e Família. Acredito, Sr. Presidente, que, nesta 16ª Conferência Nacional de Saúde, em que pesem as questões ideológicas, podemos avançar e fortalecer o Sistema Único de Saúde, sistema esse em que os usuários dependem efetivamente do conjunto dos gestores municipais, dos gestores estaduais e do Ministério da Saúde. Aqui na Câmara Federal nós não vamos medir esforços, Sr. Presidente, para cobrar sempre a melhoria da gestão e para garantir os recursos necessários para fazer frente às demandas da saúde, que são crescentes. Não suportamos mais ver pessoas na fila de espera para cirurgias eletivas e emergências superlotadas. Então, que esta conferência, com a qual se cumpre com o texto legal da Lei nº 8.142, de 1990, tenha um bom desfecho e que o desfecho seja em prol da população brasileira usuária do Sistema Único de Saúde. Peço a V.Exa. que considere como lido o meu pronunciamento, Sr. Presidente, e que autorize a sua divulgação no programa A Voz do Brasil .
RODRIGO MAIA|DEM|RJ|Tem a palavra o Deputado Evair Vieira de Melo.
EVAIR VIEIRA DE MELO|PP|ES|Sr. Presidente, Sras. e Srs. Deputados, nos dias 8, 9 e 10 de agosto, a Cooperativa Agrária dos Cafeicultores de São Gabriel, a nossa COOABRIEL, realizará um grande evento, a 1ª Feira de Agronegócios COOABRIEL. A COOABRIEL, que é conhecida e respeitada por ser a maior cooperativa de café conilon do mundo, é integrada por produtores do Estado do Espírito Santo, por alguns do Estado de Minas Gerais e também do sul do Estado da Bahia. É uma cooperativa que nos orgulha, pela sua atuação e pela sua capacidade de difundir ciência, tecnologia e inovação para seus cooperados. Serão dias de palestras, seminários e encontros, será um grande momento para discutirmos inclusive novas oportunidades para o nosso café. Portanto, quero parabenizar a cooperativa e convidar os que puderem para prestigiar, entre os dias 8 e 10 de agosto, a nossa Feira de Agronegócios da COOABRIEL, de São Gabriel da Palha, no Espírito Santo.
RODRIGO MAIA|DEM|RJ|Tem a palavra o Deputado Schiavinato.
SCHIAVINATO|PP|PR|Sr. Presidente, no último dia 20 de julho, perdemos o Prefeito do Município de Missal, o Sr. Hilário Jacó Willers, o nosso saudoso Maneco. Prefeito de primeira hora, ele teve a responsabilidade de cuidar da Prefeitura e cuidou muito bem, de trabalhar em benefício do desenvolvimento do seu Município. A sociedade de Missal sabe disso. Foi uma pessoa que se dedicou muito ao trabalho na Prefeitura. Nós perdemos o Prefeito Maneco, progressista como eu. Ele nos deixou prematuramente, com menos de 60 anos de idade. Em meu nome, como Deputado Federal, e em nome do sempre Deputado Federal Dilceu Sperafico, quero saudar a família e dizer à população de Missal que o sentimento é grande, mas a vida continua, e nós vamos estar sempre juntos, procurando ajudar no desenvolvimento do Município. Um abraço a toda a família do saudoso Maneco, Prefeito do Município de Missal. Muito obrigado.
RODRIGO MAIA|DEM|RJ|Tem a palavra o Deputado Boca Aberta, por 1 minuto.
BOCA ABERTA|PROS|PR|Boa tarde a todas e a todos. Sr. Presidente, obrigado pelo carinho. Pois bem. Eu ouvi, na quinta-feira passada, Sr. Presidente, o competente apresentador José Luiz Datena, o Datenão, da Band , falar de um vagabundo, de um bandido travestido de marido que esfaqueou e matou uma senhora, infelizmente, uma mãe de família. Ele a jogou no caixão, na sepultura, depois de lhe dar 38 facadas, na cidade de Sarandi, próxima à Londrina. E o Datena, nessa oportunidade, questionou, Sr. Presidente Rodrigo Maia:  "Cadê os Deputados Federais, que não fazem uma lei para endurecer a pena de quem comete feminicídio, para jogar uma água benta nisso e, assim, ajudar as mulheres de todo o Brasil a mandarem esses vagabundos para a tranca, para a jaula?" Pois bem, quero dizer que, desde quinta-feira Š já estão caindo os cabelos da minha cabeça Š, estou ligando para a  Band para tentar falar com o Datena, mas não consegui. Eu consegui o contato do filho dele e mandei um projeto nosso, que já está tramitando nesta Casa. Atenção, Srs. Deputados e Sras. Deputadas: já está tramitando nesta Casa um projeto com o título tolerância zero Š zero! zero! Š para os agressores das mulheres brasileiras. O delegado vai ter poder de juiz. Quando o agressor chegar à delegacia, já vai poder ter a prisão decretada, para que permaneça preso... (Desligamento automático do microfone.)
BOCA ABERTA|PROS|PR|Peço só mais 1 minuto, Sr. Presidente.
RODRIGO MAIA|DEM|RJ|Não posso, por causa da Ordem do Dia.
BOCA ABERTA|PROS|PR|Só mais 1 minuto, para eu concluir.
RODRIGO MAIA|DEM|RJ|Não posso, Deputado. Senão, os outros vão querer falar também.
RODRIGO MAIA|DEM|RJ|A lista de presença registra o comparecimento de 267 Senhoras Deputadas e Senhores Deputados. Passa-se à Ordem do Dia. PROPOSTA DE EMENDA À CONSTITUIÇÃO Nº 6-G, DE 2019
PODER EXECUTIVO|N/A|N/A|Continuação da votação, em segundo turno, da Proposta de Emenda à Constituição nº 6-F, de 2019, que modifica o sistema de previdência social, estabelece regras de transição e disposições transitórias, e dá outras providências. Há requerimento sobre a mesa. Requerimento de retirada de pauta Sr. Presidente, Requeiro, nos termos do artigo 83, parágrafo único, II, "c", combinado com o artigo 117, VI, todos do Regimento Interno da Câmara dos Deputados, a Retirada de Pauta da presente Ordem do Dia da PEC nº 6/2019. Sala das Sessões, 7 de agosto de 2019. Para falar a favor, tem a palavra o Deputado Ivan Valente.  (Pausa.) Para falar a favor, tem a palavra o Deputado Glauber Braga.
GLAUBER BRAGA|PSOL|RJ|Senhoras e senhores, esta batalha só vai terminar quando o último destaque for apreciado. Mesmo assim, nós estamos tratando aqui de um primeiro turno, porque muitos brasileiros ainda não compreenderam o que está em jogo com esta votação. A partir do momento em que se amplia a consciência e as pessoas verificam os direitos que estão sendo efetivamente perdidos, a reação é contundente. O discurso utilizado pelo Governo de Jair Bolsonaro de que esta "reforma", entre aspas, tem o objetivo de combater privilégios é um escárnio. É um escárnio a partir do momento em que temos um Presidente da República que, junto com os seus filhos, montou um aparato de defesa de interesses pessoais dos seus. É um escárnio maior ainda quando vemos que se está exigindo de trabalhadores brasileiros 40 anos de contribuição para ter acesso à aposentadoria integral. Pergunto: é justo exigir de um garçom, que ganha aproximadamente dois salários mínimos, que ele tenha 40 anos de contribuição para conseguir se aposentar integralmente? É justo dizer que esse cidadão é um privilegiado? É claro que não é justo. Chama a atenção que alguns partidos políticos, como fez aqui o Partido Novo, tenham a coragem de subir àquela tribuna para dizer que a garantia de pagamento de abono salarial para quem ganha até dois salários mínimos é um privilégio para essa pessoa. Isso é zombar da cara de trabalhadores e trabalhadoras. É justo falar em combate a privilégios quando mais de 80% daqueles que estão sendo atingidos por esta reforma são do Regime Geral, com rendimento baixo? É justo falar em combate a privilégios quando aprovam, na calada da noite, bilhões de reais para latifundiários brasileiros não pagarem o que devem do ponto de vista previdenciário? É justo falar em combate a privilégios quando este Plenário vota uma proposta de renúncia fiscal de 1 trilhão de reais para as multinacionais do petróleo? Não, senhoras e senhores! Não é justo. É justo falar em combate a privilégios quando se está dizendo que a viúva, a pessoa que teria direito a um rendimento básico para dar sustentação básica à sua família, vai poder ganhar menos do que um salário mínimo em alguns dos benefícios que estão sendo aqui discutidos? É justo falar em combate a privilégios quando, na verdade, o que se tenta é o desmonte do serviço público, das políticas públicas brasileiras, entregando tudo o que for possível para corporações privadas internacionais, que estão de olho no mercado brasileiro e naquilo que podem ter de ampliação dos seus rendimentos? Senhoras e senhores, não é justo. É justo que essa discussão esteja sendo feita sem ampliação do diálogo com aqueles que vão sofrer as consequências da implementação dessas políticas, como o gari e o trabalhador de mina, que estão perdendo o seu direito? Não, isso não é justo. Por isso, a bancada do PSOL vai continuar resistindo à aprovação dessa matéria até o último minuto.
RODRIGO MAIA|DEM|RJ|Orientação de bancada. Como vota o PSL?
CORONEL TADEU|PSL|SP|Sr. Presidente, primeiro, quero cumprimentar V.Exa. pela condução dos trabalhos relacionados à PEC 6/19, que trata da reforma da Previdência. Uso esta tribuna também para cumprimentar o nobre Relator, Deputado Samuel Moreira, de São Paulo. Ontem nós obtivemos 370 votos. Agora nós estamos na fase final. Votaremos apenas os destaques hoje. Para que todos saibam, principalmente aqueles que nos acompanham pela  TV Câmara , ressalto que os destaques são para mexer na reforma. Por isso, o voto do PSL é "não".
RODRIGO MAIA|DEM|RJ|Como vota o PRB?
HÉLIO COSTA|PRB|SC|Sr. Presidente, o PRB vota "não", porque esse assunto já foi muito discutido aqui na Câmara. O PRB mantém a sua posição de votar, até o fim do segundo turno, esta reforma.
RODRIGO MAIA|DEM|RJ|Como vota o PSDB?
