autor|partido|uf|discurso
MARCELO RAMOS|PL|AM|Obrigado, Deputado. Tem a palavra o Deputado Pedro Uczai. Depois, falará o Deputado Pedro Paulo.
PEDRO UCZAI|PT|SC|Sr. Presidente Marcelo Ramos, a quem cumprimento pela atuação e mediação deste debate, Sr. Relator Samuel Moreira, o que está sendo bom neste debate é o tempo de 10 a 15 minutos para dialogarmos com o Relator. Aqui nós não estamos mais dialogando com o Governo, mas com o Relator, que apresentou seu relatório. Algumas maldades propostas pelo Governo Bolsonaro V.Exa. retirou, Sr. Relator, e eu quero reconhecer, como, por exemplo, a idade mínima para aposentadoria das mulheres trabalhadoras rurais, que V.Exa. fixou em 55 anos, graças também à mobilização dos agricultores, que sensibilizou V.Exa. e garantiu essa alteração. A maldade contra os agricultores estava na Medida Provisória nº 871. E essa responsabilidade é dos Deputados que votaram a favor. Em segundo lugar, a manutenção da correção monetária é positiva, porque o elogio ao salário mínimo pago aos trabalhadores rurais vem do período em que se aumentava o salário mínimo com aplicação do índice de inflação, mais a variação do crescimento da economia, e isso incidia também na Previdência da maior parte do povo trabalhador rural. Essa foi a mudança substancial que fez, inclusive, V.Exa. recuar de dois salários mínimos para 1.364,00 reais no teto para o abono salarial. Mas a conjuntura atual não é mais essa, porque a correção do salário mínimo não está acompanhando o crescimento econômico, que está estagnado. Em terceiro lugar, cito o BPC, que já foi comentado. Em quarto lugar, sou a favor da retira da capitalização da proposta, embora V.Exa. abra a possibilidade de privatização dos fundos dos servidores públicos, o que eu acho um equívoco. Mas por tirar a capitalização do Regime Geral, mantendo a Reunião de: 19/06/2019 seguridade social como um conceito, eu cumprimento V.Exa., porque, nas minhas falas, sempre destaquei como prioridade do debate político que, com as experiências fracassadas, não se poderia reproduzir o fracasso aqui no Brasil com o regime de capitalização. É evidente que os ultraneoliberais querem recolocar o tema em debate, mas nós temos que derrotar definitivamente a privatização da previdência pública neste País. Em quinto lugar, o grande debate, desde o primeiro dia até hoje, continua sendo se é a política econômica com geração de emprego, ampliação de receita, ampliação do número de brasileiros com carteira de trabalho e formalização que vai equilibrar a Previdência ou se é a redução de gastos da Previdência com uma visão de ajuste fiscal que vai equilibrar o sistema previdenciário. Nossa bancada está convencida de que não se vai resolver o problema de ajuste fiscal, nem de déficit fiscal com essa posição de se retirar da economia a possibilidade de consumo das famílias. Todos sabem, está aqui o Reginaldo, que é economista, que há esse destaque de que o consumo das famílias produz grande parte do PIB brasileiro. Fala-se hoje em 80%, segundo o IPEA. Então, esse é o primeiro ponto que divergimos, Deputado Alexandre Frota. É a política econômica, é o investimento. E aí a primeira crítica à receita que o Relator buscou, que é do BNDES. A minha posição é crítica. Não é tirando os investimentos do setor produtivo. Espanta-me o fato de que a CNI não está se manifestando, que os empresários do setor produtivo não estão se manifestando a respeito de que vão tirar do BNDES, que é o instrumento do aquecimento econômico, do crédito. Por que havia pleno emprego até 2014? Porque havia 2 trilhões e 800 bilhões de reais dos bancos privados e públicos colocando no setor produtivo. Eram 20% sobre o PIB, hoje são 7%, são 700 ou 800 bilhões de reais. Portanto, não há segredo: é montar uma estratégia de investimento, de aquecer a economia, de crescer a economia, de aumentar a receita. Além das questões dos lucros e dividendos Š cobrar dos sonegadores, dos devedores e das petroleiras Š, é um absurdo, é um crime de lesa-pátria o que estão fazendo. Além de entregar o pré-sal e a PETROBRAS, estão deixando de cobrar imposto para o povo brasileiro. Esse é um primeiro ponto. Portanto, o debate é receita e despesa, e se quer cortar na despesa. Vamos discutir reforma da Previdência. Eu acho que a reforma da Previdência faz parte do tripé, que vem da ponte para o futuro. A reforma trabalhista precariza, inclusive no art. 30, do Relator, permite que um trabalhador não receba 1 salário mínimo, e ele tem dificuldade de pagar a Previdência. Sugere-se inclusive agrupar meses. Quem sabe, juntam-se 3 meses para dar a contribuição de 1 mês de salário mínimo para a própria Previdência, que já abre a possibilidade de um trabalhador não receber salário mínimo e não contribuir sobre 1 salário mínimo no mês, da Previdência. O art. 30 já incorpora a concepção da precarização, da flexibilização do trabalho intermitente da reforma trabalhista. Por isso, teria que buscar receita para além da folha de trabalho, porque estão desmontando a contribuição sobre a folha de trabalho neste País. A Emenda Constitucional nº 95 limita os gastos primários e discricionários e atinge diretamente a Previdência. Agora, a reforma da Previdência, Relator, se nós temos teto, desde 2003, com Lula, no Regime Geral, se nós temos teto para o Regime da Previdência Social pública, desde 2013, então, o grande debate é: o seu relatório vai diminuir ou vai aumentar a desigualdade social? Onde está o coração deste debate? A fórmula idade e contribuição, que está sendo suprimida da proposta, é a forma mais injusta que vai se propor na reforma da Previdência. Colocar só a idade de 65 anos para os homens e 62 anos para as mulheres, colocar não mais 15 anos de contribuição, mas 20 anos, e, para ter aposentadoria integral, 40 anos de contribuição, com uma base de cálculo não mais sobre os 80% dos melhores salários, mas sobre 100% dos salários, para mim esse é o coração da injustiça dessa proposta. É ali. Por isso vai dar 84% da economia. É ali! Eu quero dar um exemplo, Relator. Ao ser entrevistado por um radialista, ele me pediu para votar a favor. Eu perguntei para ele:  "Quantos anos você tem? Há quantos anos você contribui?"  Ele respondeu : "Não, eu sou técnico de rádio desde os 16 anos, estou há 26 anos contribuindo".  Foram 26 anos contribuindo, e ele tem 42 anos. Com 26 anos de contribuição na regra atual, por tempo de contribuição, seriam mais 9 anos. E, nesse caso, ativa o fator previdenciário, que não dá a aposentadoria integral. Na nova regra, como fica esse rapaz? Serão 18 anos a mais? Vamos pegar o novo trabalhador, que começa a trabalhar aos 16 anos. O trabalhador que começa a trabalhar aos 16 anos Š e, no caso dele, que faltariam 9 anos, de acordo com a nova regra, é preciso 23 anos. De 9 para 23 anos, porque a idade mínima é de 65 anos. Então, pegando o exemplo dele e o da nova regra para o novo trabalhador no Brasil, ele não mais trabalhará 9 anos, como é o caso dele, mas vai trabalhar 23 anos, porque ele precisa chegar aos 65 anos. E, depois de aprovada a reforma, o menino vai começar a trabalhar com 16 anos. Então, ele vai trabalhar 49 anos para chegar aos 65 anos. E, se a expectativa de sobrevida aumentar, vão ser 24 anos.
SAMUEL MOREIRA|PSDB|SP|Só uma observação. Reunião de: 19/06/2019
PEDRO UCZAI|PT|SC|Sim.
SAMUEL MOREIRA|PSDB|SP|Até peço ao Presidente para parar o tempo. V.Exa. está falando de quem está no mercado e de quem vai entrar no mercado?
PEDRO UCZAI|PT|SC|Isso, de quem está no mercado. O trabalhador vai se aposentar daqui a 9 anos.
SAMUEL MOREIRA|PSDB|SP|Isso. Aí V.Exa. está falando da regra de transição.
PEDRO UCZAI|PT|SC|Certo. Mas o novo jovem que vai entrar no mercado de trabalho...
SAMUEL MOREIRA|PSDB|SP|Que vai entrar?
PEDRO UCZAI|PT|SC|Que vai entrar...
SAMUEL MOREIRA|PSDB|SP|A idade mínima é de 65 anos.
PEDRO UCZAI|PT|SC|Sessenta e cinco anos.
SAMUEL MOREIRA|PSDB|SP|É isso aí.
PEDRO UCZAI|PT|SC|Então, significa que, para a atual regra, faltam 9 anos. Para o novo jovem, não serão mais 9 anos, se trabalhou até os 42 anos, com 26 anos de contribuição. Serão 23 anos a mais. Então, de 9 anos para 23 anos. Essa é a diferença. Então, de um lado, no piso, milhões...
SAMUEL MOREIRA|PSDB|SP|Eu não entendi.
PEDRO UCZAI|PT|SC|Eu vou tentar explicar. Onde está a outra base de cálculo? Classe média e classe trabalhadora, os mais pobres. Com 20 anos, V.Exa. exclui milhões dos mais pobres. Com 40 anos de contribuição, os mais pobres, pela rotatividade, não vão conseguir contribuir. E ainda com uma base de cálculo extremamente injusta, que é sobre os 100%. E sabemos que os mais pobres trabalham menos, com menos salário no início da sua jornada.
SAMUEL MOREIRA|PSDB|SP|Deputado, eu não quero interrompê-lo muito. Nós trabalhamos com a possibilidade, porque a reforma não vai resolver tudo. Também não podemos dizer que tem alguém dizendo que a reforma vai resolver tudo. Não vai resolver tudo. A reforma vai dar condições para que o Governo possa resolver as coisas, porque sem ela não vai resolver. Agora, se ele vai resolver ou não, é outro problema. Eu não sou do Governo, nós não somos do Governo. Esse é um outro problema. Ele vai ter que tomar outras atitudes, mas nós trabalhamos num cenário em que possa haver desenvolvimento e emprego. Então, você estabelece uma idade mínima para as pessoas trabalharam mesmo. Se começar com 20 anos, 40 anos dá 60 anos, e poder parar com 60 anos. Mas é preciso ter um país ideal, um país no qual possamos sonhar um pouco, possamos acreditar que ele vai melhorar. As pessoas elegem as pessoas. Nós perdemos a eleição. Eu sou de outro partido, nós não estamos na base do Governo. Agora, só para complementar...
PEDRO UCZAI|PT|SC|Sei.
SAMUEL MOREIRA|PSDB|SP|Em relação à questão da transição, nós colocamos mais uma regra. Nós não eliminamos nenhuma das outras.
PEDRO UCZAI|PT|SC|Sim.
SAMUEL MOREIRA|PSDB|SP|É só mais uma alternativa, as outras todas continuam. Nós não tiramos nenhuma outra.
PEDRO UCZAI|PT|SC|Então, vou continuar insistindo neste debate. No Regime Geral, 84% da economia vão sair dos trabalhadores que recebem um, dois ou três salários mínimos. Esse é o primeiro ponto. O segundo ponto é quando só se coloca idade e não idade e contribuição. Nós podemos discutir idade e contribuição mais à frente do que é hoje, 86/96. Por que não retomar o conceito de idade e contribuição para reconhecer as desigualdades no mundo do trabalho, as desigualdades de classe? O meu filho começou a trabalhar aos 25 anos, depois de formado na universidade. A condição dele para chegar aos 65 anos é uma. A condição do trabalhador chegar aos 65 anos de idade é outra. Por quê? Porque se coloca a idade do trabalhador braçal que começa aos 16 anos, porque precisa de renda e de comer, ele não está preocupado com a aposentadoria, pois Reunião de: 19/06/2019 ele precisa comer. Quando ele chega aos 55 ou 56 anos, como diz os gaúchos, está esgualepado e tem que trabalhar até os 65 anos. Como? Quem vai contratá-lo? E o que é mais desgraçado e injusto nessa proposta é que o cara está desgraçadamente desempregado, desgraçadamente sem condições físicas e produtividade, e tem um monte de jovem querendo entrar no mercado de trabalho. Quando se vai perdendo a produtividade, a idade não permite esse conceito, Relator. Tem que ser idade e contribuição para a pessoa que está em sofrimento e está desempregada, porque os mais novos serão contratados. Nenhum empresário vai fazer caridade evangélica com trabalhador de 60 anos. Não vai fazer. Ele vai fazer o que quer. Humanamente, minha produção é menor do que quando eu tinha 30 anos. Ele vai contratar quem tem maior produção e produtividade. Então, o debate da idade com a contribuição tem que ser retomado, mesmo que jogue para a frente a expectativa de sobrevida, tudo isso. Esse era o debate que tinha que ser feito, senão, não tem como. Agora, queria destacar, além disso, essa questão: os 20 anos, os 40 anos, 65 anos de idade e 62 anos, sem idade e contribuição vai ser a maior injustiça contra os pobres deste País. Eu não tenho dúvida sobre isso. Por isso, tem cálculo, tem base de cálculo. Não sai dos privilegiados, mas sai deles, não é, Deputado Henrique Fontana? Então, nós temos que Š ainda se há a sensibilidade de V.Exa. Š construir uma nova fórmula, porque essa vai ser injusta, desigual e não vai resolver o problema da economia. No destaque das categorias, eu não quero ser corporativo aqui, porque acho que o debate é maior. É receita, é cobrar de quem deve ser cobrado, ampliar receita e não tirar a despesa, tirando da aposentadoria, porque tira da economia. Todos os Municípios deste País recebem e movimentam a economia com dinheiro da Previdência, e a maior parte dos pequenos e médios Municípios também. Em segundo lugar, em relação à educação e aos educadores, nós não temos que defender professores aqui na reforma da Previdência. Temos que defender educação. E vejo várias outras categorias fazendo o debate, se a educação deve ou não ser prioridade neste País. Quando professores da rede privada estão sendo demitidos aos 51, 52 anos, porque eles pegam outros mais novos e produtivos, a discussão é se a educação é ou não prioridade neste País. E 49% dos professores dizem que não aconselham os outros jovens a serem professores, por causa da situação estressante, de doenças, de depressão dessa categoria. É preciso pensar uma nação, pensar ciência, pensar tecnologia, pensar o direito à educação neste País. A nossa bancada apresentou uma proposta de referendo popular. Se é tão boa essa proposta da reforma da Previdência, que é a propaganda do Governo, porque uma coisa, Relator, é a propaganda do Governo agora, depois é o mundo real, onde as pessoas vão perceber. Eu conversei com quatro faxineiras e fiz duas ou três perguntas a elas Š duas eram a favor e duas contra. Quando eu expliquei o que ia significar no cálculo individual de cada uma, uma delas disse:  "Pelo amor de Deus, Deputado, não vota nisso! Pelo amor de Deus, eu disse para o senhor votar a favor" . Eu expliquei para ela quantos anos ela teria que contribuir a mais; quanto ela iria receber a menos, na base de cálculo, porque ela ficou, ao longo do tempo, sem contribuir, e qual seria o salário da aposentadoria. Ela entrou em desespero, quase se ajoelhou e disse:  "Pelo amor de Deus, não vote nessa reforma da Previdência". A propaganda é uma coisa, neste momento, para aprová-la, mas o mundo real depois é o aumento da desigualdade social, é o aumento da exclusão da Previdência, é a destruição do direito de se aposentar de milhões de brasileiros. Esse é o grande nó dessa questão da reforma. Precisamos discutir outra perspectiva para enfrentar o direito à Previdência, o direito de se aposentar. Bismarck disse que os trabalhadores, o proletariado, iam fazer uma revolução. Por isso, tinha que ser criada a Previdência Social para dar o direito ao trabalhador de envelhecer minimamente com dignidade. Eu acho que vai ter muita revolta, muita indignação, muita injustiça se for aprovada essa fórmula no Regime Geral da Previdência Social. Se é tão boa essa reforma, vamos fazer um plebiscito, vamos em forma de referendo popular. Depois de aprovada aqui, vamos consultar o povo, se o povo vai concordar... (Desligamento automático do microfone.)
PEDRO UCZAI|PT|SC|Eu peço só 30 segundos para concluir. Vamos consultar se o povo concorda com a reforma ou não. Vamos fazer um referendo, como muitos países fazem. Se é tão bom o que o Governo está vendendo, eu duvido! Essa reforma não pode ser aprovada, essa reforma que exclui dos pequenos o direito de se aposentar, ou se aposentar mal ou ter que trabalhar por mais 10, 15, 20 ou 23 anos, como o novo menino que vai começar a trabalhar para poder se aposentar. Reunião de: 19/06/2019 Portanto, é nessa direção que nós temos que nos posicionar e cobrar de quem deve pagar neste País, e não tirar dos trabalhadores e dos mais pobres deste País o direito de se aposentar ou o direito de envelhecer, minimamente, com dignidade ou o direito de ter dignidade para ter uma morte com dignidade.
MARCELO RAMOS|PL|AM|Obrigado, Deputado. Com a palavra o Deputado Pedro Paulo, pelo tempo de 15 minutos. Depois falará o Deputado Reginaldo Lopes.
PEDRO PAULO|DEM|RJ|Sr. Presidente, bom dia a todos. Eu quero saudar a Mesa, na pessoa do Presidente Marcelo Ramos, o Vice-Presidente, Deputado Silvio Costa Filho, o Relator, Deputado Samuel Moreira, e os telespectadores que assistem a esta reunião pela T V Câmara  e pela Internet. Eu queria começar fazendo um elogio ao trabalho de V.Exas. Eu não tenho dúvida de que é uma tarefa dificílima conseguir construir um relatório que seja um relatório de consenso e possível, que consiga capturar a média dos sentimentos desta Casa e que possa aprovar, talvez, a maior de todas as reformas que nós podemos fazer, como sempre acontece quando se mexe no sistema previdenciário. Nós estamos diante de uma reforma que é a mais ambiciosa que nós tivemos, pelo menos do que eu conheço desta Casa, do que eu já estudei, uma reforma ampla, profunda, num momento político absolutamente delicado. Mas eu acredito, Relator, que nós estamos vivendo aqui um momento também novo na política brasileira e que me enche de esperanças. Nós estamos chegando à possibilidade de, efetivamente, aprovar uma reforma da Previdência. E sempre quando entra uma reforma da Previdência nesta Casa, que é uma reforma polêmica, ela entra com um grande capital político e sai absolutamente desgastada. Nós estamos vendo aqui, pela primeira vez, o inverso: um projeto entrou nesta Casa com um grande capital político e mantém esse capital político. Eu vi algo, nas manifestações que nós tivemos no Brasil, que não aconteceu em nenhum país do mundo: um Governo que tomou a coragem de mudar o seu sistema previdenciário. Nenhum grego foi às ruas fazer manifestação a favor da reforma da Previdência, ao contrário. Nenhum português foi às ruas pedir a reforma do seu sistema previdenciário, ao contrário. Quando o Presidente francês tomou medidas visando a diminuição do Estado de bem-estar social, nenhum francês foi às ruas pedir um Estado mais eficiente, mas a manutenção do sistema de proteção. E no Brasil nós vemos manifestações reivindicando um Estado mais moderno. Eu nunca vi uma manifestação sobre a reforma da Previdência. Então, isso mostra que o Brasil está mudando e que há a consciência de que, se não fizermos essa tarefa, nós não teremos esperança não só para a nossa geração, mas também para as gerações futuras. Esse é um preâmbulo que eu queria fazer. Segundo, quero elogiar o seu relatório. A sua tarefa é dificílima, mas houve enormes avanços. Sei do seu compromisso, mas o relatório não captura, muitas vezes, entendimentos que tem V.Exa., mas é preciso ter habilidade de convergir para que possa ter um relatório possível. Eu queria aqui também fazer algumas colocações daquilo que vejo de positivo, que são pontos a serem pensados, que podem ser ajustados ainda no futuro. O relatório teve um enorme avanço em relação ao reconhecimento da questão dos rurais e de olhar para as pessoas que mais precisam, bem como corrigir problemas na questão dos rurais. No que se refere ao BPC, o projeto inicial era ousado demais, ainda que eu tenha o entendimento sobre a possibilidade de uma adesão compulsória aos 60 anos de 400 reais, seria dar ao indivíduo a liberdade de escolha. Acredito que essa foi uma perda que nós tivemos, mesmo mantendo aos 65 anos o recebimento equivalente a um salário mínimo. Mas considero que se avançou na questão do rural e no BPC. Queria colocar também um ponto sobre a regra de transição. Não é simples discutir a questão do RPPS, a questão dos servidores. E acho que criar um novo mecanismo, mais uma regra de transição, também é um avanço. E acredito que pode haver mais. Eu tenho conversado com os servidores públicos, não aqueles que são mais radicais e, naturalmente, são contra essa reforma e acham que nós devemos permanecer com o mesmo sistema de proteção. Acredito que a média dos servidores tem o entendimento de que, primeiro, todos têm que pagar alguma conta. E, segundo, que está havendo uma evolução na regra de transição nesta Casa. Portanto, ajustes podem ser feitos ainda no relatório complementar de V.Exa., mas nós estamos no caminho certo de fazer um sistema de transição que os servidores entendam que é preciso pagar uma conta, que seja justa também, porque no projeto inicial a mão estava muito pesada para os servidores. Há dois pontos, Relator, que acredito que o relatório pecou. O primeiro deles Š e quero reforçar aqui que não é culpa de V.Exa. Š é apenas o entendimento médio da Casa, que caminha para retirar do projeto inicial pontos que considero importantes. Reunião de: 19/06/2019 O primeiro ponto que cito é o dos Estados e Municípios. Há uma situação local, e seria absolutamente razoável querer que um governador tomasse para si a responsabilidade de fazer a sua reforma no âmbito local e não trouxesse para nós aqui o desgaste da questão, principalmente em relação a servidores policiais e professores. Mas, vendo a situação que os Estados vivem hoje, é uma temeridade esta Casa não incluir na reforma os Estados e Municípios. Eu sei que isso pode estar distante do possível. Há, pelo menos, 25 partidos representados aqui nesta Casa, e eu posso afirmar que 90% dos Líderes desses partidos, incluindo Minoria e Governo, são oposição aos seus Governadores, o que torna essa tarefa muito difícil, mas os Estados estão em situação absolutamente falimentar, e isso vem já de algum tempo. O endividamento é crescente. Eu não sei onde vai parar essa situação dos Estados. O projeto que o Governo encaminhou, o PLP 149/2019, que prevê o financiamento dos Estados, não é nem de longe suficiente para gerar um alento para que os Estados possam sair dessa situação. Eles não farão suas reformas no âmbito regional. Eu acredito, ainda que eu compreenda as questões políticas, que, de certo modo, não trazer os Estados para essa reforma seria uma prova de que esta Casa não teve a capacidade de olhar no longo prazo. Nós precisamos resolver essa questão. Os Estados entrarão, cada vez mais, em situação de falência. Então, eu acredito que pode ser uma alternativa melhorar o texto principal, por exemplo, o art. 38 ou outros artigos, para prever a possibilidade de facilitar que governadores aprovem mudanças no sistema previdenciário no âmbito local. É possível, por exemplo, não exigir que o conjunto de mudanças no sistema previdenciário tenha que ser feito por mudanças nas Constituições estaduais, mas, cada vez mais, a partir de leis ordinárias. Eu acho que isso seria um ganho. Na medida em que não se possa trazer de volta os Estados para a reforma, que se possa facilitar essas aprovações no âmbito local. Acredito que essa é uma questão decisiva. Ontem eu tive a oportunidade de participar, com o Secretário do Tesouro Nacional, de uma discussão sobre a situação dos Estados, Sr. Presidente Marcelo Ramos, que é absolutamente temerária. O problema da Previdência atinge todos eles. Em todos os Estados, metade dos seus déficits está no sistema previdenciário. Então, nós não resolveremos, com um relatório sem os Estados dentro da reforma, metade do problema do déficit dos nossos Estados. Esse é um ponto. Outro ponto é a capitalização. Eu sou um defensor da capitalização. Em todas as manifestações que fiz nesta Comissão, salientei que o erro principal, Deputado Silvio Costa Filho, da capitalização foi ela ter vindo de maneira genérica e não ter sido acompanhada do encaminhamento de um projeto de lei complementar. Quando se discutia a questão dos militares na reforma, havia polêmica em todas as reuniões que nós tínhamos aqui. Quando o Governo mandou o projeto de lei complementar dos militares, a previdência militar saiu do debate. Não há mais nenhum Deputado falando sobre a previdência militar, porque ela vai ser discutida num outro momento. Se a capitalização tivesse vindo com um projeto de lei complementar, nós aprovaríamos a abertura da possibilidade na Constituição e deixaríamos a discussão para um projeto de lei complementar. Acredito que a capitalização seria benéfica para o País por alguns pontos: primeiro, ela daria mais um pilar, mais uma possibilidade para o nosso sistema de previdência; segundo, ela combateria algo grave que o Brasil vive, que é a falta de capacidade de produzir poupança. Eu acabo de vir da China, Deputado Samuel, país que tem uma renda média similar à brasileira. Não existe um sistema previdenciário que consiga proteger 1 bilhão e 400 milhões de chineses, mas eles têm uma capacidade de poupar, uma cultura de poupar imensamente superior à brasileira. Nós já tivemos, na década de 70, uma capacidade de gerar poupança da ordem de 23% a 25% do PIB. Hoje essa taxa não chega a 15%. O sistema de capitalização poderia produzir essa capacidade de gerar poupança e fazer com que este País crescesse a partir de uma taxa de poupança superior. Eu tenho escutado que um dos pontos que o Partido Novo tem intenção de destacar pode ser a capitalização. Eu acho que uma redação, mesmo genérica, que pudesse prever em lei complementar a regulamentação de uma capitalização Š eu acredito que isso é um esforço, eu sei que isso é difícil Š seria um avanço para uma previdência mais moderna. Eu reconheço todos os avanços da reforma da Previdência, mas eu acho que esse seria um ponto importante do novo sistema. Acredito também, Sr. Relator, que, na questão da desconstitucionalização, temos que ter cuidado em relação às mudanças futuras do sistema de previdência. Eu acho que deixar a janela aberta para mudanças só com lei ordinária é um ponto no qual precisamos refletir, como também têm que ser repensadas mudanças simplesmente com medidas provisórias. Eu acredito que, no seu relatório final, em vez da possibilidade de mudança a partir de lei ordinária, tem que constar a possibilidade de mudanças futuras do regime previdenciário por lei complementar, entendendo que a desconstitucionalização é absolutamente bem-vinda. Acho que a redução do tamanho da nossa Constituição é algo sempre saudável. Por fim, Relator, em meio a tantas emendas que tantos Parlamentares fizeram, eu também fiz uma. A minha única emenda falava sobre a renda mínima do idoso. Eu entendo as razões por que ela não foi aprovada, ela não era simples. Mas acredito que ela daria uma contribuição à busca de uma reforma vinda do Parlamento que promova a justiça e tenha o olhar no Reunião de: 19/06/2019 futuro, porque a pobreza, que hoje está concentrada principalmente nas crianças, vai mudar de rumo, dadas as mudanças demográficas que estamos vivendo. A pobreza daqui a alguns anos se concentrará nos idosos, principalmente nos idosos com 65 anos ou mais, que é a população que mais vai crescer Š ela vai quadruplicar nos próximos 30 anos. Então, em algum momento, o sistema de previdência vai ter que proteger ainda mais essa população idosa. Acredito que agora o desafio do relatório é o desafio da convergência com o Governo. Eu tenho a expectativa de que o Governo entenda o que está sendo feito aqui. Eu lembro que o Ministro da Economia, o Paulo Guedes, falou por diversas vezes que é claro que a reforma da Previdência tem um benefício fiscal, mas um dos grandes ativos que tem, do ponto de vista econômico, é a geração de expectativas para o futuro. Se esta reforma não construir essa convergência entre o que está sendo aprovado no Parlamento e o Governo, nós vamos dar um tiro no coração do principal ativo que ela tem, que é a geração de expectativas para o mercado, para os agentes econômicos, conforme a percepção de que foi feito o esforço possível e a reforma trará benefícios. Quero crer que o Ministro Paulo Guedes pode abrir mão um pouco das suas convicções absolutas em relação à reforma e entender que esse processo no Parlamento, que é a Casa do Povo, busca um relatório possível. Que nós possamos entender que esse esforço foi feito e temos um relatório pronto para ser votado. Ninguém imaginava que seria possível entregar uma reforma da Previdência com uma potência fiscal de quase 1 trilhão de reais em 10 anos. Todo mundo acreditava que ela seria do tamanho, mais ou menos, de 600 bilhões de reais em 10 anos, assim como era a proposta do Temer. Nós aqui conseguiremos entregar uma reforma que diminui privilégios, que gera ajuste fiscal importante. É claro que fazer uma reforma da Previdência é difícil. É difícil se ter uma reforma ideal. Mas acredito que, com o trabalho de V.Exa. e de toda a Comissão, entendendo as posições de Situação e Oposição, vai ser alcançado um resultado, para que possamos ter o primeiro passo de um ajuste fiscal de que o Brasil precisa, para que, em seguida, surjam novas agendas e este País e possa seguir no rumo daquilo que nós esperamos para o futuro do Brasil. Obrigado.
MARCELO RAMOS|PL|AM|Obrigado, Deputado Pedro Paulo. Parabéns pela lucidez da sua fala. Passo a palavra ao Deputado Reginaldo Lopes e, depois, ao Deputado Coronel Tadeu.
