autor|partido|uf|discurso
RODRIGO MAIA|DEM|RJ|Concedo a palavra ao Deputado Darci de Matos.
DARCI DE MATOS|PSD|SC|Sr. Presidente, eu quero registar nesta Casa o início, na quarta-feira, do maior festival de dança do mundo, na minha cidade de Joinville, com a participação de aproximadamente 9 mil dançarinos e bailarinos. Nós sabemos a importância que tem a dança, no aspecto cultural, na formação corporal das crianças, na formação intelectual e educacional. E Joinville sedia, Sr. Presidente, a escola do Ballet Bolshoi, única escola do Ballet Bolshoi fora da Rússia no mundo, escola que se constitui em ícone da cultura para o Brasil e para o mundo. Portanto, Sr. Presidente, na pessoa de Ely Diniz e de sua equipe, eu quero parabenizar o Instituto do Festival de Dança de Joinville, que realiza esse evento que promove a cultura, promove a confraternização, aquece a economia e gera negócios para Joinville e para Santa Catarina. Parabéns à cidade de Joinville! Parabéns a todos que participam da organização desse significativo evento cultural no Brasil!
RODRIGO MAIA|DEM|RJ|Concedo a palavra ao Deputado Fábio Trad.
FÁBIO TRAD|PSD|MS|Sr. Presidente, nobres Deputados e Deputadas, com muita honra assumi ontem a Presidência da Comissão Especial que está reformulando o Código de Processo Penal. Nós vamos ouvir todas as vertentes ideológicas da Casa, vamos ampliar o espaço de debates para que as entidades, a sociedade civil, a academia intelectual, os juristas, enfim, todos possam dar a sua contribuição. O Relator é o extraordinário Deputado João Campos, que já foi Relator na legislatura passada e terá agora todas as condições para nos proporcionar um relatório plural, que componha equação dificílima, que é a de garantir a preservação do devido processo legal, da plenitude do contraditório, da ampla defesa e, ao mesmo tempo, racionalizar a gestão do processo para dar mais celeridade aos procedimentos, robustecendo o valor da efetividade no processo penal. Eu quero convidar todos os colegas Deputados e Deputadas para participarem conosco dos trabalhos dessa Comissão. Esse é o segundo desafio, Sr. Presidente, que esta Casa me dá a oportunidade de enfrentar. Quanto ao primeiro, V.Exa. bem sabe, porque votou relativamente a essa matéria, em 2013 tivemos a oportunidade de aprovar neste plenário, por unanimidade, o Código de Processo Civil que está revolucionando o sistema processual brasileiro. E agora o desafio está posto: o novo Código de Processo Penal. Vamos enfrentar o desafio da legitimação da audiência de custódia e a institucionalização, a criação, Sr. Presidente, do juiz de garantias. Juiz de garantias é aquele que legaliza e dá legitimidade a todo o processo de investigação. Ele não vai julgar o mérito, ele não vai julgar a lide, ele não vai participar da decisão de convencimento quanto à culpa ou à inocência do réu; ele vai, na realidade, atuar para imprimir legalidade ao procedimento investigatório. Esse será, na realidade, o grande desafio, a grande conquista do novo Código de Processo Penal, que não vai ser de um ou de outro, será de toda esta Casa. Sr. Presidente, peço que este pronunciamento seja divulgado no programa  A Voz do Brasil . Obrigado.
RODRIGO MAIA|DEM|RJ|Concedo a palavra ao Deputado José Nelto.
JOSÉ NELTO|PODE|GO|Sr. Presidente, em nome do meu partido e da minha Liderança, digo que eu gostaria que a reforma da Previdência fosse votada antes do recesso parlamentar. Esse foi um compromisso nosso. Não pega bem para esta Casa deixar o segundo turno para agosto. Digo mais, Sr. Presidente, eu acho que V.Exa. se equivocou. Ao fazer aqui um belíssimo pronunciamento, no dia da votação da reforma, debitou todo o sucesso da reforma da Previdência ao Centrão. Eu não faço parte do Centrão e 229 Parlamentares também não fazem parte do Centrão. A construção desta matéria e a sua aprovação, acredito eu que se deve em grande parte à luta de V.Exa., do Presidente da República e do Ministro Paulo Guedes. Mas, repito, eu acho que houve um equívoco no seu discurso ao debitar todo o sucesso da reforma ao Centrão. Penso que o sucesso, primeiro, é de V.Exa., que comandou e comanda esse processo, mas o meu partido não faz parte do Centrão. Eu gostaria que quem é do Centrão assumisse publicamente aqui:  "Eu sou do Centrão. Eu comando o Centrão",  porque ficou muito ruim. Eu recebi vários telefonemas da imprensa que me perguntou:  "Deputado, o senhor é do Centrão?"  Eu não do Centrão. Nós temos que colocar para a sociedade que houve o esforço de todos os partidos e também da Oposição. Temos que respeitar a democracia, o bom debate da Oposição, do Parlamento. A Oposição também ajudou a construir. Ontem eu vi a participação da bancada evangélica e V.Exa. preocupados em colocar uma palavra formal. Então, nesse texto final, o sucesso é dos 379 Parlamentares que colocaram as suas digitais aprovando a melhor reforma, a reforma possível neste momento. Ainda, Sr. Presidente, peço a V.Exa. que não permita, juntamente com os Líderes, que esta Casa entre em recesso parlamentar sem votar essa matéria em segundo turno. O meu partido está aqui pronto para contribuir com V.Exa. e com o Brasil. Muito obrigado.
RODRIGO MAIA|DEM|RJ|Com a palavra o Deputado Claudio Cajado.
CLAUDIO CAJADO|PP|BA|Sr. Presidente, inicialmente, quero cumprimentar V.Exa. e os demais Deputados aqui presentes. Quero nesta oportunidade me solidarizar com os desabrigados e com as eventuais vítimas da tragédia que ocorreu nos Municípios baianos de Pedro Alexandre e Coronel João Sá. Apesar de não ser votado nessas cidades, venho me solidarizar com aquela população, porque o que ocorreu foi extremamente grave: o rompimento da barragem inundou as cidades, deixando vários desabrigados. Porém, devo ressaltar que o Governo do Estado da Bahia, na pessoa do Governador Rui Costa, já iniciou as providências desde o dia de ontem. O Governo Federal, por intermédio do Ministério do Desenvolvimento Regional e da Defesa Civil, também acorreu para dar suporte à população e às vítimas. Já estão identificando a causa do acidente, e nós esperamos que esse problema esteja equacionado nos próximos dias. O que ocorreu foi uma fatalidade, por causa das chuvas muito intensas, que ocasionaram Š ainda há dúvida Š ou rompimento ou o transbordamento da barragem. As medidas para evitar consequências piores já foram adotadas. E, graças a Deus, até o presente momento, não há informações de vítimas fatais, apenas danos materiais. Por fim, Sr. Presidente, deixo ainda registrado nesta oportunidade que V.Exa. tem conduzido com muita habilidade e competência os trabalhos nesta Casa.V.Exa. fez uma reunião com as Lideranças hoje, e ficou acertado que concluiríamos o primeiro turno com a votação de destaques. Pessoalmente, também penso que seria melhor exaurirmos a votação em dois turnos no dia de amanhã, porém V.Exa. tem feito suas decisões sempre democraticamente, em conjunto com os demais Líderes. Se essa foi uma decisão, nós nos submetemos a ela, apesar de que nós teríamos a possibilidade de, em não votando a Lei de Diretrizes Orçamentárias Š LDO, a Casa não entrar em recesso. Assim, haveria tempo para que, na próxima semana, nós pudéssemos continuar o processo de votação da reforma da Previdência, se hoje não houver quórum, e votar inclusive a LDO, para depois entrarmos em recesso. Mas eu tenho certeza de que o acordo que V.Exa. fez com os Líderes, ouvindo-os democraticamente, foi o melhor encaminhamento para este momento. V.Exa. declarou, e todos nós concordamos, que não há essa urgência: não se votando agora, vota-se no início de agosto. Porém, se pudéssemos fazer esse esforço para concluirmos, em segundo turno, esta reforma, seria bom para todos nós, até porque o Senado já se prepararia para, terminado o recesso Š recesso branco, porque nós não votamos a LDO Š, darmos início, de imediato, à votação no plenário. Deixo aqui registrada a minha opinião.
RODRIGO MAIA|DEM|RJ|Tem a palavra o Deputado Santini.
SANTINI|PTB|RS|Presidente Rodrigo Maia, eu quero, antes de mais nada, parabenizar V.Exa. pela condução dos trabalhos na noite maçante que passamos aqui ontem. Quero também aproveitar a oportunidade para agradecer a confiança do meu Líder, o Deputado Pedro Fernandes, e do Deputado Baleia Rossi, que me convidaram para integrar a Comissão Especial da Reforma Tributária. Eu tenho dito, desde o início do meu mandato aqui, Deputado Baleia, que essa é uma das reformas mais importantes que o Brasil precisa para os próximos tempos. Sem a reforma tributária, a reforma previdenciária não dará conta de devolver ao País o crescimento e o desenvolvimento que todos nós queremos. Eu, como tenho por costume me dedicar integralmente ao tema quando se trata de um assunto de importância e relevância como esse, irei nos próximos dias abdicar de outras funções que me foram designadas aqui na Casa para poder estudar esse tema e produzir uma reforma que devolva aos brasileiros e às brasileiras a capacidade de crescer, de consumir e de ganhar o seu dinheiro de forma que possam também aumentar o consumo. Muito obrigado, Deputado Baleia Rossi, nosso autor da PEC. Muito obrigado, Deputado Pedro Fernandes, meu Líder, por essa confiança. Desempenharei com muita dedicação e afinco essa função a partir do dia de hoje.
RODRIGO MAIA|DEM|RJ|Tem a palavra o Deputado Bosco Costa.
BOSCO COSTA|PL|SE|Sr. Presidente, eu gostaria de me solidarizar com as sergipanas e os sergipanos. Nós sofremos há 2 anos ou 3 anos com a seca, mas, nos últimos 4 dias, já choveu em alguns Municípios de Sergipe 300 milímetros. Várias estradas estaduais, vicinais foram interditadas, e muitas pessoas ficaram desabrigadas. Portanto, quero me solidarizar com as sergipanas e os sergipanos. Aproveito a oportunidade para dar como lido pronunciamento que faço sobre o fato de termos sido obrigados a convocar o Ministro de Minas e Energia em virtude de o Presidente da PETROBRAS, duas vezes convidado, não ter vindo a uma audiência pública da CVT Š Comissão de Viação e Transportes. Portanto, gostaria de dar como lido este discurso, pedindo sua divulgação nos meios de comunicação da Casa e no programa  A Voz do Brasil. Muito obrigado, Presidente.
RODRIGO MAIA|DEM|RJ|Com a palavra o Deputado Frei Anastacio Ribeiro.
FREI ANASTACIO RIBEIRO|PT|PB|Sr. Presidente, quero registrar, nesta Casa, o aniversário de emancipação política dos Municípios de Araruna e de Sousa, na Paraíba. No dia 10 de julho, Sousa completou 165 anos de emancipação política e Araruna, 143 anos. Esses dois Municípios são lugares históricos e carregam diversas conquistas, com boa aceitação e desenvolvimento social. Araruna é um dos principais Municípios do Agreste paraibano e mantém o Parque Estadual da Pedra da Boca, um dos mais importantes patrimônios da Paraíba e do Brasil. Sousa é conhecido pelo principal polo de laticínios industrializados... (Desligamento automático do microfone.)
RODRIGO MAIA|DEM|RJ|Tem a palavra o Deputado Marcon.
MARCON|PT|RS|Sr. Presidente, só quero registrar aqui que a reforma da Previdência atinge diretamente os pobres. O que foi votado por esta Casa na noite passada, a pensão por morte, conseguiu fazer com que regredíssemos mais de 30 anos. Essa questão de a pensão por morte ser de meio salário mínimo ocorria antes da Constituição Federal, quando a viúva recebia meio salário da assistência social. Isso vai afetar todos os trabalhadores que ganham 1 salário mínimo, os assentados, os pequenos agricultores, os pescadores artesanais, os índios, os negros e aqueles que mais precisam. Ontem à noite, eu votei contra este requerimento, porque defendo que a pensão por morte tem de ser de 1 salário mínimo. Muito obrigado.
RODRIGO MAIA|DEM|RJ|Com a palavra a Deputada Alice Portugal.
ALICE PORTUGAL|B|BA|Sr. Presidente, quero saudar o Congresso da União Nacional dos Estudantes, que se reúne em Brasília nos dias de ontem, hoje e amanhã, e vai realizar, logo a seguir, uma grande caminhada na Esplanada dos Ministérios. Os estudantes brasileiros sempre representaram o que há de mais novo e avançado. São eles que constituíram inclusive uma gama de quadros políticos que se encontram na Câmara dos Deputados. A União Nacional dos Estudantes jamais deixou de levantar a bandeira da universidade pública, gratuita e de qualidade, e se coloca de pé em defesa da democracia. Vai aqui a minha saudação ao Congresso da União Nacional dos Estudantes e à atual Presidenta, Mariana Dias, esperando que a eleição se dê num clima democrático e absolutamente aberto, para continuar fazendo da UNE a força e a voz dos estudantes brasileiros. Muito obrigada.
RODRIGO MAIA|DEM|RJ|Com a palavra o Deputado Arnaldo Jardim.
ARNALDO JARDIM|CIDADANIA|SP|Sr. Presidente, esta semana nós conseguimos um feito extraordinário: a votação da matéria principal da reforma da Previdência. Mais do que a vitória e a reforma em si, prevaleceu e foi atestada a vitória da boa política, que reconhece o contraditório, mas constitui maiorias; da política que fez com que o protagonismo do Legislativo fosse recuperado. Quero registrar a liderança de V.Exa. e destacar que isso abre um caminho muito importante para a reforma tributária, que já se inicia. Daqui a pouco, vamos rever o marco regulatório de PPPs e concessões. Já votamos o principal do projeto de licitações e devemos concluir essa matéria. Nós temos aí várias medidas provisórias, como a da liberdade econômica, que vão constituir esse importante acervo... (Desligamento automático do microfone.)
ALEXANDRE PADILHA|PT|SP|Sr. Presidente...
VALMIR ASSUNÇÃO|PT|BA|Sr. Presidente...
RODRIGO MAIA|DEM|RJ|Peço que conclua. Vou começar a seguir a lista de inscrições oficiais.
ARNALDO JARDIM|CIDADANIA|SP|Sr. Presidente, eu quero fazer um apelo a V.Exa. Nós estamos aqui tentando acertar um calendário de votações, mas é imprescindível, no nosso entender, que haja um compromisso do conjunto das bancadas desta Casa. Não se trata de retirar o contraditório, mas sim de estabelecer um cronograma de votações preciso a que todos possam corresponder, em vez de ficarmos simplesmente esticando de qualquer forma a corda e vencendo por cansaço, como se pode dizer. Espera-se que a Oposição reconheça que há uma maioria e se disponha a fazer um pacto em relação a um cronograma, que deve ser seguido, em que o contraditório se manifeste, mas também em que a resolução aconteça, Sr. Presidente.
RODRIGO MAIA|DEM|RJ|Tem a palavra a Deputada Benedita, que está inscrita para falar na fase das Breves Comunicações. Dispõe de 3 minutos.  (Pausa.)
ALEXANDRE PADILHA|PT|SP|Sr. Presidente, enquanto a Deputada Benedita sobe à tribuna, quero dizer que estamos desde cedo aqui para defender os professores e as professoras. A propósito, queria mandar uma mensagem para três grupos de professores com quem eu ia ter agenda hoje, ao longo do dia. Primeiro, eu me refiro à Profa. Iara Bernardi, de Sorocaba, ex-Deputada Federal, Diretora da APEOESP. Íamos percorrer os institutos federais, conversar com professores e professoras. Estamos aqui para defender os professores e as professoras. Segundo, ao Prof. Joedes, de Centralina, Minas Gerais. Um grande abraço, Prof. Joedes! Terceiro, a um grupo que vai se reunir também, com o qual estaríamos juntos: a Profa. Marília, o Prof. Élcio, o Prof. Laurele, a Profa. Cecília, pessoal da Tribo C. Nós estamos aqui lutando em defesa dos professores e das professoras brasileiras, que merecem aposentadoria especial, Sr. Presidente.
BENEDITA DA SILVA|PT|RJ|Sr. Presidente, Sras. e Srs. Deputados, ontem realizamos aqui um debate rico, mas é preciso que a base do Governo entenda que não é o fato de ser maioria que impedirá que a Oposição se coloque, porque esta é uma Casa de debate. Nós estamos fazendo com muita qualidade este debate. Tanto é assim que ontem, quando defendemos as nossas viúvas, nós as defendemos com a convicção de que esta reforma da Previdência e o que ontem foi aqui votado não atendem à expectativa das nossas viúvas e órfãos. Vamos considerar que uma viúva receba pensão de 1.500 reais e tenha conseguido um emprego. Ela trabalha temporariamente nesse emprego, até porque o emprego temporário, pela reforma trabalhista, está à vontade. Ela não tem condição de acumular para a sua própria previdência e, enquanto pensionista, tem uma redução na sua pensão. Se ela ficar desempregada, como ela vai se manter? Dizem que ela receberá 60% do valor da pensão do cônjuge, mas ela não poderá ter nenhum acréscimo, mesmo quando ela estiver sem emprego. Então, é preciso prestar atenção nisso. Ninguém neste País pode receber menos de um salário mínimo, está na Constituição brasileira. Qualquer regime em que essa reforma a queira enquadrar torna-se inconstitucional, no que diz respeito ao direito ao trabalho, ao salário e à dignidade que nós devemos dar a essas pessoas. Por isso, Sr. Presidente, Sras. e Srs. Deputados, esperamos que, no segundo turno dessa reforma, nós possamos fazer ainda emendas supressivas que garantam que as viúvas recebam devidamente suas pensões.
NEWTON CARDOSO JR|MDB|MG|Sr. Presidente, peço a palavra apenas para, de forma muito breve, fazer um agradecimento a V.Exa.
RODRIGO MAIA|DEM|RJ|Peço que seja breve mesmo, Deputado. Eu vou seguir a ordem dos inscritos para as breves comunicações. Só vão falar os que estão inscritos.
NEWTON CARDOSO JR|MDB|MG|Presidente, quero agradecer a V.Exa. por ter recebido ontem a minha pessoa, juntamente com os membros da Comissão de Turismo Š está aqui ao meu lado o Deputado Herculano Passos, Presidente da Frente Parlamentar Mista em Defesa do Turismo Š, e ter assumido o compromisso de dar prioridade aos temas do turismo nacional, que trarão, sem dúvida alguma, uma agenda positiva para esta Casa, contribuindo para o crescimento do nosso PIB, o crescimento da economia, através desse setor importantíssimo para a economia brasileira. Agradeço muito a sua atenção, a sua preocupação com esse setor. Finalmente, para terminar, quero mandar o meu abraço fraternal ao Município de Rubelita, em Minas Gerais, na pessoa do Prefeito Otávio Miranda e de toda a sua equipe, que estão acompanhando aqui, desde o início da semana, os trabalhos pela aprovação da reforma da Previdência. Muito obrigado.
RODRIGO MAIA|DEM|RJ|Tem a palavra o Deputado Frei Anastacio Ribeiro, por 3 minutos.
VALMIR ASSUNÇÃO|PT|BA|Sr. Presidente, peço para usar a palavra enquanto o Deputado dirige-se à tribuna.
RODRIGO MAIA|DEM|RJ|Deputado, eu vou seguir a ordem aqui, senão não conseguiremos avançar.
FREI ANASTACIO RIBEIRO|PT|PB|Sr. Presidente, Sras. e Srs. Deputados, ontem o que aconteceu aqui neste plenário mostrou o quanto os Parlamentares desta Casa estão rendidos ao mercado financeiro. Vocês que votaram a favor desta reforma, que, na verdade, não reforma nem beneficia o povo, terão em suas mãos a marca do aumento da pobreza entre os aposentados; terão em suas mãos as marcas da injustiça contra as viúvas pobres, que terão suas pensões menores; terão em suas mãos as marcas do sofrimento dos trabalhadores e das trabalhadoras rurais. Na verdade, vejo que, desde o início do meu mandato aqui, na Câmara Federal, não precisamos renovar a legislação sobre as aposentadorias; precisamos mesmo é renovar este Congresso, que está cheio de traidores dos pobres. Sr. Presidente, Srs. Deputados, neste momento também, usando estes 3 minutos que tenho, quero parabenizar o Município de Sousa, que ontem completou 165 anos, e o de Araruna, que completou 143 anos de emancipação no dia 10 de julho. Ambos carregam no seu histórico diversas conquistas. O Município de Sousa, Sras. e Srs. Parlamentares, é conhecido como o principal polo de laticínios industrializados do oeste do Estado e o principal sítio arqueológico. Araruna é um dos principais Municípios do Agreste paraibano que mantem o Parque Estadual da Pedra da Boca, um dos mais importantes patrimônios da Paraíba e do Brasil. Parabenizamos, portanto, os Municípios de Sousa e Araruna. E firmo o empenho deste Parlamentar em destinar, em breve, recursos para o crescimento e o bem-estar daquele povo. Solicito, Sr. Presidente, que essas minhas duas falas sejam registradas nas redes sociais da Casa e também no programa A Voz do Brasil . Muito obrigado, Sr. Presidente.
RODRIGO MAIA|DEM|RJ|Tem a palavra o Deputado Alexandre Frota, por 3 minutos.
ALEXANDRE FROTA|PSL|SP|Sr. Presidente Rodrigo Maia e todos desta Casa, eu tenho lido agora nas redes sociais que o PSL é o assunto mais comentado do Twitter por obra de bolsonaristas desiludidos. Em decorrência da flexibilização da categoria policial e consequentes benefícios na votação da reforma da Previdência, considerada até mesmo sindicalista, os Internautas bolsonaristas se revoltaram com as decisões do partido e lançaram diversas  hashtags . É importante que fique claro que essa decisão do PSL acompanhou uma decisão do grupo econômico do nosso Ministro Paulo Guedes. Ela foi construída com diversos outros partidos, como Podemos, DEM, PRB e tantos outros. Essa decisão não foi tomada aleatoriamente. Foi uma decisão pensada, calculada e fechada por diversos partidos que o PSL apoiou. Eu vi, então, esse tipo de ataque e crítica a Deputados que estão aqui lutando pelo futuro do Brasil, por um futuro melhor, e lutando por classes. Eu sou a favor de que todas as classes sejam beneficiadas dentro desse texto da Previdência, não só as mulheres, não só os evangélicos, mas também os policiais, os professores, as nossas guardas municipais inclusive. Contudo, em determinados momentos, temos que convir que alguém sai perdendo. Agora, as críticas daqueles que não estão aqui vivendo o que nós estamos vivendo eu chamo de covardes, porque eles precisavam estar aqui vivendo o que a Situação, a Oposição e os moderados estão vivendo para entenderem como é o andar da carruagem. Se esses bolsonaristas estão em frenesi e nervosos pela decisão que tomamos a favor dos policiais, eles não deveriam estar aqui nas redes, eles deveriam estar lá na rampa do Palácio, porque o erro vem de lá. Muito obrigado.
RODRIGO MAIA|DEM|RJ|Tem a palavra o Deputado Coronel Chrisóstomo, por 3 minutos.
CORONEL CHRISÓSTOMO|PSL|RO|Presidente, estou muito grato por esta oportunidade. Deixo-lhe meus cumprimentos. Se eu tivesse que falar aqui a respeito do que penso do senhor, pelo que tem feito por essa reforma, eu tenho certeza de que o senhor iria chorar novamente. Meus cumprimentos aos nobres Deputados e Deputadas. Eu fiquei parado aqui no púlpito para falar. Imaginei que eu fosse falar logo, mas, de repente, vi que vários Deputados e Deputadas se colocaram aí no centro e começaram a falar. Então, na próxima oportunidade, quando eu vir o Deputado Fábio Trad, o Deputado Cajado, o Deputado Arnaldo Jardim e a Deputada Benedita da Silva nos microfones, eu vou entender que é ali o lugar onde eu tenho que ficar, e não aqui em cima, porque a prioridade, eu vejo, é sempre dessas pessoas. Parabéns a todos esses Deputados. Eu vou ficar de olho neles, porque estou aqui aprendendo muito com todos os senhores e as senhoras. Sou um jovem Deputado de Rondônia, batalhando aqui pelo meu povo. Deputada Benedita, não consigo chegar na frente da senhora. A senhora deve morar aqui perto. Acho que a senhora, ao ver um Deputado chegando ao Congresso, deve vir e se inscrever na frente. Não é possível! Uma hora eu vou ter que ser o primeiro, não é possível! Sras. e Srs. Deputados, esta é a hora de nós darmos um retorno para o nosso povo. Esta reforma, tudo isso tem que ser votado para o bem do povo brasileiro. Lá na rua, não há lado. Lá na rua, Deputado Subtenente Gonzaga, eles querem que todos nós votemos, se possível, "sim", a favor da reforma. Este é o momento. Lá na rua, não há cores. Lá na rua, as famílias querem que nós votemos "sim", querem essa reforma votada já, se possível, antes da nossa ida para o recesso. É isso o que o povo quer. Colegas da Frente Parlamentar Evangélica do Congresso Nacional, o povo quer isso. Tenho certeza de que eles vão ficar felizes e contentes. Os desencontros vão existir, mas isso é normal. Portanto, vamos votar "sim" pela nossa reforma.
RODRIGO MAIA|DEM|RJ|Concedo a palavra ao Deputado Vicentinho Júnior, por 3 minutos.
