autor|partido|uf|discurso
MARCELO RAMOS|PL|AM|Pois não.
ALICE PORTUGAL|B|BA|O senhor, por gentileza, acho que....
MARCELO RAMOS|PL|AM|Com base em que artigo, Deputada?
ALICE PORTUGAL|B|BA|Arts. 50 e 63. V.Exa. precisa receber a questão de ordem que fiz, cujo argumento supera o da Mesa. É uma questão de...
MARCELO RAMOS|PL|AM|Essa questão já foi indeferida. Cabe recurso de V.Exa. à Presidência da Casa. Leitura da ata: "Comissão Especial destinada a proferir parecer à Proposta de Emenda à Constituição nº 6-A, de 2019, do Poder Executivo, que "modifica o sistema de Previdência Social, estabelece regras de transição e disposições transitórias e dá outras providências". 56ª legislatura - 1ª Sessão Legislativa Ordinária. Ata da 19ª Reunião Extraordinária, realizada em 2 de julho de 2019. Às dezesseis horas e quarenta e sete minutos do dia dois de julho de dois mil e dezenove, reuniu-se a Comissão Especial destinada a proferir parecer à Proposta de Emenda à Constituição nº 6-A, de 2019, do Poder Executivo, que "modifica o sistema de Previdência Social, estabelece regras de transição e disposições transitórias e dá outras providências", no Anexo II, Plenário 02, da Câmara dos Deputados, com a presença dos Senhores Deputados Marcelo Ramos - Presidente, Silvio Costa Filho - Vice-Presidente, Samuel Moreira - Relator, Alex Manente, Alexandre Frota, Alice Portugal, Aliel Machado, André Figueiredo, Arthur Maia, Beto Pereira, Bilac Pinto, Capitão Alberto Neto, Carlos Veras, Cleber Verde, Daniel Freitas, Daniel Trzeciak, Darci de Matos, Darcísio Perondi, Delegado Éder Mauro, Dr. Frederico, Felipe Francischini, Fernando Rodolfo, Filipe Barros, Giovani Cherini, Gleisi Hoffmann, Greyce Elias, Heitor Freire, Heitor Schuch, Henrique Fontana, Jerônimo Goergen, João Carlos Bacelar, João Marcelo Souza, Joenia Wapichana, Jorge Solla, Léo Moraes, Lucas Vergilio, Marcelo Moraes, Paulo Eduardo Martins, Paulo Ganime, Paulo Ramos, Pedro Paulo, Professor Israel Batista, Reinhold Stephanes Junior, Ronaldo Carletto, Sâmia Bomfim, Toninho Wandscheer e Vinicius Poit. Titulares:  Adriana Ventura, Alan Rick, Arnaldo Jardim, Bira do Pindaré, Cezinha de Madureira, Danilo Cabral, Diego Garcia, Eduardo Costa, Eduardo Cury, Evair Vieira de Melo, Fábio Henrique, Flaviano Melo, João Campos, Joice Hasselmann, José Guimarães, Júnior Bozzella, Lafayette de Andrada, Luiz Nishimori, Luiza Erundina, Márcio Labre, Nicoletti, Otoni de Paula, Pastor Eurico, Paulo Azi, Paulo Pereira da Silva, Paulo Teixeira, Reunião de: 03/07/2019 Perpétua Almeida, Rodrigo Coelho, Rodrigo de Castro, Rubens Otoni, Tiago Mitraud e Vitor Lippi - Suplentes. Compareceram também os Deputados Alencar Santana Braga, Alessandro Molon, André Janones, Arlindo Chinaglia, Átila Lira, Celso Sabino, Charlles Evangelista, Chiquinho Brazão, Delegado Pablo, Franco Cartafina, Fred Costa, General Peternelli, Herculano Passos, Hiran Gonçalves, Idilvan Alencar, JHC, José Nelto, Júlio Delgado, Leonardo Monteiro, Lucas Gonzalez, Luis Miranda, Pinheirinho, Reginaldo Lopes, Ricardo Guidi, Rubens Bueno, Schiavinato, Soraya Santos e Vanderlei Macris, como não- membros. Deixaram de comparecer os Deputados Guilherme Mussi e Lídice da Mata. Abertura: havendo número regimental, o Presidente declarou abertos os trabalhos e anunciou requerimento sobre a mesa, dos Deputados Ivan Valente e Sâmia Bomfim, para inversão da ordem dos trabalhos para (I) Ata, (II) Ordem do Dia e (III) Expediente. O Presidente devolveu o requerimento aos autores por entendê-lo antirregimental, uma vez que o § 1º do art. 50 do Regimento Interno prevê apenas a inversão da ordem dos trabalhos para que a reunião inicie com a Ordem do Dia, cabendo-se, assim, apenas o requerimento que solicite: Ordem do Dia, Ata e Expediente. Anunciou também que restava prejudicado, portanto, o requerimento de votação nominal do Deputado Henrique Fontana sobre a matéria. Ato contínuo, o Presidente anunciou então outro requerimento sobre a mesa, dos Deputados André Figueiredo e Henrique Fontana, para votação nominal do requerimento de inversão da ordem dos trabalhos do Deputado Alexandre Frota (Ordem do Dia, Ata e Expediente). Ao anunciá-lo, o Deputado Alexandre Frota solicitou a retirada do requerimento de inversão, restando prejudicado o requerimento de votação nominal antes anunciado. A Deputada Sâmia Bomfim levantou questão de ordem para questionar a decisão do Presidente a respeito da devolução do requerimento de inversão, uma vez que o requerimento priorizava a Ordem do Dia, pretendendo colocá- la antes do Expediente. O Presidente manteve a decisão, informou que havia precedentes na Casa e indeferiu a questão de ordem. Ata: O Presidente colocou à apreciação a Ata da 18ª reunião, realizada no dia vinte e seis de junho de dois mil e dezenove. A pedido do Deputado Henrique Fontana, o Presidente fez a leitura da ata. Em votação, a ata foi aprovada sem retificações. O Deputado André Figueiredo levantou questão de ordem, com base no art. 47, sobre a necessidade de se convocar a reunião com vinte e quatro horas de antecedência, tendo em vista a complexidade da matéria. O Presidente respondeu ao questionamento com base no art. 46, §§ 4º e 5º, informando que foram tomadas todas as providências regimentais necessárias para a devida convocação da presente reunião extraordinária. Expediente: a pedido do Deputado Henrique Fontana, o Presidente realizou a leitura da sinopse do seguinte expediente, cujas cópias poderiam ser obtidas na Secretaria da Comissão: Manifesto da Associação dos Funcionários do BNDES ﬁCarta em Defesa do FAT, do BNDES e do Desenvolvimentoﬂ sobre a destinação do Fundo de Amparo ao Trabalhador; Carta da Associação dos Guardas de Segurança do Poder Judiciário do Rio Grande do Sul Š ASSEJURS, solicitando a aprovação da Emenda nº 40; Comunicado do Deputado Fernando Rodolfo, no qual solicita justificativa de ausência à reunião do dia 25/06/2019; null Ofício nº 106/2019, da Liderança do PROS, que desliga o Deputado Capitão Wagner e indica o Deputado Toninho Wandscheer para titular da Comissão; Comunicados da 1ª Secretária, Deputada Soraya Santos, informando o recebimento das respostas aos Requerimentos de Informação nºs 551, 552, 553, 554, 555, 556, 557, 558 e 559, de 2019, apresentados pela Comissão em razão da aprovação dos seguintes Requerimentos, respectivamente: 25, 29, 36, 43, 95, 96, 97, 98 e 90/2019; Comunicado da Secretaria-Geral da Mesa desligando o Deputado Valtenir Pereira da Comissão em função da reassunção do titular do mandato. Levantou questão de ordem o Deputado Aliel Machado com base no art. 46, §1º, combinado com o art. 82, de que a reunião não poderia ter sido convocada para o horário previsto para a Ordem do Dia do Plenário da Câmara. O Presidente a indeferiu com base na Questão de Ordem nº 213, de 2012, que dispõe que não há vedação a que Comissões marquem reuniões no mesmo horário das sessões do Plenário, podendo, inclusive, deliberar até que se inicie a Ordem do Dia do Plenário. Ordem do Dia: A - Proposições Sujeitas à Apreciação do Plenário. Disposições Especiais 1 - Proposta de Emenda à Constituição nº 6/2019 - do Poder Executivo - (OF 13/2019) - que ﬁmodifica o Sistema de Previdência Social, estabelece regras de transição e disposições transitórias, e dá outras providênciasﬂ. Relator: Deputado Samuel Moreira. Parecer: pela admissibilidade jurídica e legislativa das emendas à PEC em exame, e, no mérito, pela rejeição das Emendas nºs 2, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24, 26, 33, 35, 38, 39, 40, 41, 42, 43, 44, 48, 49, 51, 53, 54, 55, 56, 57, 58, 61, 62, 63, 65, 66, 72, 74, 75, 78, 79, 80, 83, 84, 85, 87, 90, 91, 92, 94, 95, 97, 98, 99, 101, 105, 109, 110, 112, 113, 114, 117, 126, 127, 128, 129, 130, 131, 132, 133, 138, 143, 144, 145, 147, 148, 151, 156, 157, 161, 163, 170, 171, 173, 176, 180, 183, 185, Reunião de: 03/07/2019 186, 188, 192, 193, 196, 208, 209, 210, 211, 212, 214, 215, 217, 232, 235,  236, 240, 241, 257, 258, 261, 263, 264, 265, 268 e 270, pela aprovação integral das Emendas nºs 27, 36, 50, 59, 89, 93, 100, 103, 106, 108, 111, 118, 119, 135, 141, 159, 172, 174, 181, 182, 184, 198, 218, 224, 225, 229, 230, 231, 243, 249 (...) 250, 251, 253, 260 e 262, e pela aprovação da Proposta de Emenda à Constituição nº 6, de 2019, com substitutivo. O Presidente anunciou requerimento sobre a mesa, apresentado pelos Deputados Ivan Valente e Sâmia Bomfim, solicitando votação nominal para o requerimento de retirada de pauta, apresentado pelos mesmos autores. O Presidente concedeu a votação nominal de ofício, prejudicando o requerimento com este fim, e submeteu à apreciação o requerimento de retirada de pauta apresentado pelos Deputados Ivan Valente e Sâmia Bomfim. Encaminharam a votação, a favor, a Deputada Luiza Erundina e, contrariamente, o Deputado Darci de Matos. Orientaram o voto "não" as bancadas do PSL, PP, PL, PSD, MDB, PRB, PSDB, DEM, SOLIDARIEDADE, PTB, PODE, PROS, PSC, CIDADANIA, NOVO, PATRIOTA e Governo. Comunicaram obstrução à Mesa as bancadas do PT, PSB, PDT, PSOL, PCdoB, PV, REDE, Minoria e Oposição. O Presidente determinou o início da votação nominal às dezessete horas e cinquenta e um minutos. Finalizada a votação às dezessete horas e cinquenta e sete minutos e procedida a apuração no painel eletrônico, o requerimento de retirada de pauta foi rejeitado com o seguinte resultado: nenhum voto "sim", 32 votos "não", nenhuma abstenção; no total de 32 votos válidos e 13 obstruções. Votaram "não" os Deputados Alexandre Frota, Filipe Barros, Heitor Freire, Bilac Pinto, Pedro Paulo, Darcísio Perondi, João Marcelo Souza, Fernando Rodolfo, Giovani Cherini, Marcelo Ramos, Jerônimo Goergen, Ronaldo Carletto, Capitão Alberto Neto, Cleber Verde, Silvio Costa Filho, Darci de Matos, Reinhold Stephanes Junior, Beto Pereira, Daniel Trzeciak, Samuel Moreira, Paulo Ganime, Paulo Eduardo Martins, Marcelo Moraes, Alex Manente, Dr. Frederico, Toninho Wandscheer, Lucas Vergilio, Vinicius Poit, Joice Hasselmann, Márcio Labre, Evair Vieira de Melo e Diego Garcia. Registraram obstrução os Deputados André Figueiredo, Paulo Ramos, Professor Israel Batista, Carlos Veras, Henrique Fontana, Jorge Solla, Aliel Machado, Heitor Schuch, Sâmia Bomfim, Joenia Wapichana, Perpétua Almeida, Rubens Otoni e Bira do Pindaré. null O Presidente declarou prejudicado o requerimento de igual teor apresentado pelo Deputado André Figueiredo. O Deputado André Figueiredo levantou questão de ordem com base no art. 161, IV, acerca da possibilidade de apreciar emenda substitutiva global por meio de destaque de preferência. O Presidente respondeu ao questionamento informando que, nas Comissões, diferentemente do Plenário, o que se vota é o parecer, não cabendo, portanto, destaque para que emenda tenha preferência na votação em relação ao substitutivo apresentado pelo Relator. Usaram o tempo de liderança os Deputados Henrique Fontana, pelo PT; Alessandro Molon, pela Oposição; e Bira do Pindaré, pelo PSB. Ato contínuo, o Presidente passou a palavra ao Relator, Deputado Samuel Moreira, que fez a leitura da COMPLEMENTAÇÃO DE VOTO, 159, 172, 174, 181, 182, 184, 198, 225, 267 e 277; PELA APROVAÇÃO PARCIAL DAS EMENDAS 1, 3, 5, 18, 20, 25, 28, 29, 30, 31, 32, 34, 37, 45, 46, 47, 51, 52, (...) 60, 64, 67, 69, 70, 71, 73, 76, 77, 79, 81, 82, 86, 88, 90, 92, 96, 97, 102, 104, 106, 107, 112, 115, 116, 134... " Vou começar tudo de novo, porque eu me perdi aqui.  (Pausa.) Eu me perdi e vou começar tudo de novo. "... 136, 137, 140, 142, 146, 149, 158, 162, 164, 171, 175, 177, 178, 183, 187, 189, 190, 191, 192, 194, 195, 197, 199, 209, 216, 218, 219, 224, 228, 229, 231, 232, 233, 234, 238, 239, 250, 251, 253, 256, 257, 260, 261, 262 e 263;  23, 24, 26, 33, 35, 38, 39, 40, 41, 42, 43, 44, 48, 49, 53, 54, 55, 56, 57, 61, 62, 63, 65, 66, 68, 72, 74, 75, 78, 80, 83, 84, 85, 87, 91, 94, 95, 98, 99, 101, 105, 109, 110, 113, 114, 117, 126, 127, 128, 129, 130, 131, 132, 133, 138, 139, 143, 144, 145, 147, 148, 150, 151, 156, 157, 161, 163, 170, 173, 176, 180, 185, 186, 188, 193, 196, 208, 210, 211, 212, 214, 215, 217, 235, 236, 240, 241, 258, 264, 265, 268 e 270. Falaram, após, como líderes, os Deputados Pompeo de Mattos, pela Minoria; Giovani Cherini, pelo PL; Joice Hasselmann, pelo PSL; Darcísio Perondi, pelo Governo; Darci de Matos, pelo PSD; Pedro Paulo, pelo DEM; Paulo Ganime, pelo NOVO; Fred Costa, pelo PATRI; João Campos, pelo PRB; Léo Moraes, pelo PODE. Usaram da palavra, pela ordem, os Deputados Alice Portugal, Rubens Bueno, Vanderlei Macris, Soraya Santos, Vitor Lippi, Eduardo Cury e Júnior Bozzella. Durante a reunião, auxiliou na condução dos trabalhos o Deputado Silvio Costa Filho, Vice-Presidente. ENCERRAMENTO: Nada mais havendo a tratar, o Presidente convocou Reunião de: 03/07/2019 reunião com os coordenadores para o dia três de julho, às onze horas, e encerrou os trabalhos às vinte horas e quarenta minutos. E, para constar, eu, Alessandro Alves de Miranda, Secretário-Executivo, lavrei a presente Ata, que, por ter sido aprovada, será assinada pelo Presidente, Deputado Marcelo Ramos, e publicada no Diário da Câmara dos Deputados. O inteiro teor foi gravado, passando o arquivo de áudio correspondente a integrar o acervo documental desta reunião." Indago se algum membro deseja retificar a ata.  (Pausa.)
JOSÉ GUIMARÃES|PT|CE|Sr. Presidente...
MARCELO RAMOS|PL|AM|A Deputada Perpétua Almeida tem a palavra.
PERPÉTUA ALMEIDA|B|AC|Presidente, art. 117. V.Exa. tomou a decisão, de ofício, sobre a questão de ordem da Deputada Alice Portugal...
MARCELO RAMOS|PL|AM|Deputada Perpétua Almeida, se for questão de ordem, eu peço a V.Exa. que indique o dispositivo. Se for retificação da ata, V.Exa. tem 1 minuto.
PERPÉTUA ALMEIDA|B|AC|Não é retificação da ata, não, Sr. Presidente. V.Exa. começou a ler a ata e eu gritei, mas V.Exa. não ouviu, porque o microfone estava desligado. Art. 117, inciso XVI. V.Exa. decidiu, de ofício, a questão de ordem da Deputada Alice Portugal. E o inciso XVI é muito claro: em questões de ordem sobre inversão da pauta, é preciso ouvir o Plenário. Eu apelo a V.Exa. que escute o Plenário. Nós estamos com os corredores desta Casa lotados.
MARCELO RAMOS|PL|AM|Deputada Perpétua, o art. 117, inciso XVI, trata de outro tema. V.Exa. citou o art. 117, XVI.
PERPÉTUA ALMEIDA|B|AC|Exatamente esse, Sr. Presidente: Art. 117. Serão escritos e dependerão de deliberação...
MARCELO RAMOS|PL|AM|O inciso XVI trata especificamente de preferência, Deputada Perpétua Almeida. Não tem pertinência com a questão de ordem de V.Exa., mas eu vou ouvi-la.
PERPÉTUA ALMEIDA|B|AC|Foi exatamente o que a Deputada Alice Portugal pediu.
MARCELO RAMOS|PL|AM|Essa questão está superada. Já foi decidida pela Mesa, e dela cabe recurso ao Presidente. Tem a palavra o Deputado José Guimarães.
ALICE PORTUGAL|B|BA|Estou fazendo o recurso, Presidente.
MARCELO RAMOS|PL|AM|Claro. Claro. Recurso por escrito ao Presidente da Câmara dos Deputados. Tem a palavra o Deputado José Guimarães.
ALICE PORTUGAL|B|BA|V.Exa. está descumprindo o Regimento. Está começando mal, Presidente.
MARCELO RAMOS|PL|AM|Cabe recurso da minha decisão, legitimamente, ao Presidente da Câmara dos Deputados, Deputado Rodrigo Maia.
JOSÉ GUIMARÃES|PT|CE|Sr. Presidente, quero antecipar uma questão de ordem após a aprovação da ata. Porque estão com dificuldade aqui no som, eu já a antecipo. Trata-se de questão de ordem com base no art. 50, que é a solicitação a V.Exa. para que seja informado um resumo, uma sinopse de toda a... (O microfone é desligado.)
MARCELO RAMOS|PL|AM|Será feito, Deputado. Será feito. Será feito, como foi ontem. Será feito, como foi ontem. Deputado, nós ainda nem chegamos à...
JOSÉ GUIMARÃES|PT|CE|Presidente, eu tenho direito a 3 minutos. Reunião de: 03/07/2019
JANDIRA FEGHALI|B|RJ|Deixe a pessoa concluir, Presidente. O senhor interrompe.
ALICE PORTUGAL|B|BA|O relógio; o relógio.
JOSÉ GUIMARÃES|PT|CE|Eu quero formular, Presidente. Eu tenho direito a 3 minutos. Pela boa relação que temos, após a leitura da ata, peço que V.Exa. nos informe uma sinopse, com base no inciso II, de todas as correspondências contra e a favor das manifestações. Isso é importante, Sr. Presidente. Portanto, eu quero solicitar isso. Aliás, Presidente, eu quero ponderar, com base nisso também...
DARCI DE MATOS|PSD|SC|Sr. Presidente, o senhor começou muito bem. Vamos tocar os trabalhos, Sr. Presidente.
JOSÉ GUIMARÃES|PT|CE|V.Exa. sabe do esforço que fizemos para o acordo. V.Exa. é testemunha do esforço que fizemos para construir um acordo para a votação desta matéria. Não foi por culpa nossa que o acordo não saiu, V.Exa. sabe. Reconheço até que V.Exa. queria fazer um acordo. Não foi feito o acordo. A Liderança do Governo na Câmara também nos procurou com a possibilidade de fazer um acordo. Nós tentamos de tudo para fazer o acordo.
DARCI DE MATOS|PSD|SC|É questão de ordem, Sr. Presidente?
JOSÉ GUIMARÃES|PT|CE|Como o acordo não foi feito, quero informar que nós utilizaremos, Sr. Presidente, todos os recursos regimentais...
DARCI DE MATOS|PSD|SC|Sr. Presidente, é questão de ordem?
MARCELO RAMOS|PL|AM|É legítimo, Sr. Deputado. Obrigado.
JOSÉ GUIMARÃES|PT|CE|...como o acordo não foi feito, para impedir a votação desta matéria na noite de hoje. Era essa, Sr. Presidente, a minha questão de ordem.
MARCELO RAMOS|PL|AM|Deputado José Guimarães, eu entendo que não há nenhum acordo para a votação desta matéria. Aceitarei democraticamente toda a obstrução da Oposição, da mesma forma que farei esforço para que consigamos enfrentar o relatório ainda hoje. Então, vamos seguir com o debate. Indago se algum membro deseja retificar a ata.  (Pausa.) Não havendo quem queira retificar a ata... (Intervenção fora do microfone.)
MARCELO RAMOS|PL|AM|Não havendo quem queira retificar a ata... (Intervenção fora do microfone.)
MARCELO RAMOS|PL|AM|V.Exa. quer retificar a ata? Pois não, Deputada.
ALICE PORTUGAL|B|BA|Presidente, art. 63. Não adianta ser no grito, e nós não podemos, Presidente...
MARCELO RAMOS|PL|AM|De nenhum dos dois lados vai ser no grito.
ALICE PORTUGAL|B|BA|Sr. Presidente, V.Exa. leu a ata, mas o art. 63 é explícito. Nós precisaríamos ter recebido os avulsos...
JANDIRA FEGHALI|B|RJ|Sr. Presidente, está muito barulho! Eu não estou ouvindo nada!
ALICE PORTUGAL|B|BA|Nós precisaríamos da cópia, e eu pedi isso encarecidamente na abertura dos trabalhos. V.Exa., que tem sido elegante, acabou não nos ouvindo. Nós não podemos considerar essa leitura, se não pudemos acompanhá-la. Como vamos fazer as anotações da ata, se não tivemos a ata em mãos? Presidente, ainda é necessário que V.Exa. realize... Reunião de: 03/07/2019 (Intervenção fora do microfone.)
ALICE PORTUGAL|B|BA|Com licença, senhor, por gentileza. Por favor! O art. 63, parágrafo único, inciso II, diz: Art. 63............................................................................. Parágrafo único ............................................................. II Š nomes dos membros presentes e dos ausentes, com expressa referência às faltas justificadas. Isso não foi feito.
MARCELO RAMOS|PL|AM|A questão de ordem de V.Exa. está indeferida. A ata foi lida e fez todas as referências previstas no Regimento. Os Deputados que aprovam a ata permaneçam como estão. (Intervenções simultâneas ininteligíveis.)
MARCELO RAMOS|PL|AM|Os Deputados que aprovam a ata permaneçam como estão. (Intervenções simultâneas ininteligíveis.)
ALICE PORTUGAL|B|BA|Não consta da ata o que eu pedi...
DARCÍSIO PERONDI|MDB|RS|Aprovada!
ALICE PORTUGAL|B|BA|As faltas expressas... (Intervenções simultâneas ininteligíveis.)
MARCELO RAMOS|PL|AM|A ata está aprovada.
ALICE PORTUGAL|B|BA|As faltas expressas e justificadas.
MARCELO RAMOS|PL|AM|Comunico que a lista com a sinopse do expediente recebido se encontra disponível na mesa de apoio, para V.Exas. consultarem. Vou passar a palavra para V.Exa., Deputado André Figueiredo. Aproveito para solicitar que as assessorias cedam lugar aos Deputados. Alguns estão com assento, mas há vários Deputados em pé. Eu peço, portanto, que as assessorias cedam as vagas aos Deputados. Com a palavra o Deputado André Figueiredo, antes de eu passar à leitura da sinopse do expediente Š sinopse essa que está disponível para os Deputados na mesa de apoio.
ALICE PORTUGAL|B|BA|Eu quero recorrer da questão de ordem.
MARCELO RAMOS|PL|AM|O recurso é para o Presidente Rodrigo Maia.
ALICE PORTUGAL|B|BA|Art. 63, inciso II, e a retificação que V.Exa. não realizou.
ANDRÉ FIGUEIREDO|PDT|CE|Sr. Presidente, V.Exa., ontem, indeferiu uma questão de ordem de minha autoria. Pediria que V.Exa., inclusive, solicitasse um pouco de silêncio no plenário para que nós pudéssemos discutir melhor. (O Sr. Presidente faz soar as campainhas.)
ANDRÉ FIGUEIREDO|PDT|CE|Com base no § 7º do art. 95, eu gostaria de fazer comentários sobre esse indeferimento, uma vez que é regimental que nós possamos utilizar esse tempo.
MARCELO RAMOS|PL|AM|Deputado, eu lerei a manifestação técnica da assessoria. Comentários sobre decisão em questão de ordem durante expediente, somente no Plenário da Câmara. Ressalto que a previsão do art. 95, § 7º, do Regimento Interno, é aplicável apenas ao Plenário da Casa. Outra interpretação não pode haver, tendo em vista que o dispositivo prevê o uso da palavra para criticar decisão em questão de ordem proferida na sessão anterior, por 10 minutos, até a hora do expediente. No plenário, o expediente é momento extenso, composto por diversos atos, feita a leitura das comunicações, correspondências e outros documentos recebidos. O Regimento prevê que, em seguida, segue-se tempo para breves comunicações ou discursos pelos Deputados inscritos, conforme o caso, nos termos dos arts. Reunião de: 03/07/2019 81 e 82, dentre outros.  Já o expediente das Comissões constitui ato único cujo objetivo é a sinopse da correspondência e documentos recebidos e a comunicação das matérias distribuídas aos Relatores, como dispõe o art. 50, não havendo previsão regimental para que se possa sobrepor a isso o uso da palavra pelos membros do Colegiado. Nestes termos, indefiro a questão de ordem de V.Exa.
ANDRÉ FIGUEIREDO|PDT|CE|Presidente, eu não levantei uma questão de ordem.
MARCELO RAMOS|PL|AM|Então, V.Exa. fez uma solicitação de palavra, e eu indefiro a solicitação de V.Exa. Sinopse do expediente recebido. Comunicados da Primeira Secretaria, cuja titular é a Deputada Soraya Santos, informando o recebimento das respostas dos Requerimentos de Informação nºs 590 e 591, de 2019, apresentados pela Comissão em razão da aprovação dos seguintes requerimentos, respectivamente: 154 e 152, de 2019. Ofício nº 273, de 2019, da Liderança do PSD, em que desliga o Deputado Marx Beltrão e indica o Deputado Hugo Leal para suplente na Comissão. Ofício nº 246, de 2019, da Liderança do PSD, em que desliga o Deputado Cezinha de Madureira e indica o Deputado Júlio Cesar para suplente da Comissão. Ofício nº 221, de 2019, da Liderança do MDB, em que indica o Deputado Celso Maldaner para titular da Comissão. Ofício nº 243, de 2019, da Liderança do PL, em que desliga o Deputado Giovani Cherini e indica o Deputado João Carlos Bacelar para titular e desliga o Deputado João Carlos Bacelar e indica o Deputado Giovani Cherini para suplente da Comissão. Moção da CPI Práticas Ilícitas no Âmbito do BNDES para que seja mantido no relatório a regra atual de pelo menos 40% para o financiamento de programas de desenvolvimento econômico por meio do BNDES. Eu peço um pouco de silêncio ao Plenário. (O Sr. Presidente faz soar as campainhas.)
